*Item,Descr,*Source,*Dest,*Sourcing,Factor,TransMode,ShipCal,ArrivCal,MajorShipQty,MinorShipQty,RoundingFactor,Disc,Eff,UDC_NOTE_CREATESS,UDC_NOTE_DISC,ONOFF
3232250,Tra Olong Coop Select goi 200g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,50.000,50.000,.500,,,,,false
3233876,B.socoOREOKRA.kem v.quat119.6g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,1/1/19 12:00 AM,,,false
3233903,Dau me MEIZAN pet 250ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,1/1/19 12:00 AM,,,false
3236069,B.lat ktay SLIDE phomai 150g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,14.000,14.000,.500,,1/1/19 12:00 AM,,,false
3241403,Nmam Coop Select 62.5g/L 500ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,,03/04/2023_25NCC_HNR,,false
3241404,Nmam Coop Select 18N 1.8L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,8.000,8.000,.500,,,03/04/2023_25NCC_HNR,,false
3242014,Nmam LThanh n.vang 45Npet300ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,,,,false
3244892,Tra Atiso d.san VT hop 100x2g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,32.000,32.000,.500,,,,,false
3246587,Cuoc mouse oval Samran OV3 3m,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,23.000,23.000,.500,,,,,false
3250058,NG Coop Select h.hoa d.dac 1L,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3250059,NG Coop Select h.hoa d.dac 2L,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,8.000,8.000,.500,,,,,false
3251608,Chao trang AL B.CHI 100g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,30.000,30.000,.500,,,,,false
3251611,Bot h.sen 5in1 B.CHI 10x35g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3251612,Bot dxanh sen B.CHI 10x35g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3253175,Cuoc chuixoong x.Samran C3B 3m,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,30.000,30.000,.500,,,,,false
3253189,Dau Olive E.Virgin T.AN 250ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3253406,NGK Ice dao pet 490ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,1/1/19 12:00 AM,,,false
3254187,Btrang Coop Select 16cm300g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,30.000,30.000,.500,,,03/04/2023_25NCC_HNR,,false
3254188,Btrang Coop Select 22cm500g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,20.000,20.000,.500,,,03/04/2023_25NCC_HNR,,false
3254519,Dau an HAPPI KOKI 1L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3254522,Dau an HAPPI KOKI 2L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,6.000,6.000,.500,,,,,false
3254523,Dau an HAPPI KOKI 5L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,4.000,4.000,.500,,,,,false
3255354,Dau an VIO GAC dd tre em 250ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3255441,Hu tieu n.vang MILIKET 65g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,30.000,30.000,.500,,1/1/19 12:00 AM,,,false
3256735,Dau nanh Coop Select 1L-CL,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,03/04/2023_25NCC_HNR,,false
3256736,Dau nanh Coop Select 2L-CL,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,6.000,6.000,.500,,,03/04/2023_25NCC_HNR,,false
3256737,Dau nanh Coop Select 5L-CL,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,4.000,4.000,.500,,,03/04/2023_25NCC_HNR,,false
3257943,Cuon toc nhua DCN 3cai,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3257947,Mouse rua mat KINEPIN 1MSB1489,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3257948,Non trum toc DCN SB0386/0584,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3258064,Hat nem AJI-NGON heo 2kg,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,6.000,6.000,.500,,,,,false
3260451,Tu nhua mini TOMI 183/3 3ngan,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,4.000,4.000,.500,,,NewSKU_01042023,,false
3260454,Tu nhua mini TOMI 183/4 4ngan,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,4.000,4.000,.500,,,NewSKU_01042023,,false
3262839,Chao gao luc B.CHI 50g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,50.000,50.000,.500,,,,,false
3263549,Botchiengion Coop Select 150g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,30.000,30.000,.500,,,03/04/2023_25NCC_HNR,,false
3263550,Bot banh xeo Coop Select 400g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,25.000,25.000,.500,,,03/04/2023_25NCC_HNR,,false
3263551,Bot banh xeo Coop Select 1 kg,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,03/04/2023_25NCC_HNR,,false
3265563,N.khoang th.nhien Lavie 330ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,,,,false
3267051,Khan Coop Select 34x34 duacai,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,40.000,40.000,.500,,,,,false
3267053,Khan Coop Select 50x100 duacai,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,20.000,20.000,.500,,,,,false
3267055,Khan Coop Select 60x120 duacai,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,20.000,20.000,.500,,,,,false
3268836,Dau dau nanh MEIZAN 1L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,1/1/19 12:00 AM,,,false
3268880,Khan Coop Select 70x140 duacai,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,20.000,20.000,.500,,,,,false
3269076,K.uot Coop Happy 20x20 loc 50c,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,40.000,40.000,.500,,,,,false
3269134,Dau dau nanh MEIZAN 5L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,4.000,4.000,.500,,1/1/19 12:00 AM,,,false
3269137,Dau an thuc vat CAILAN 2L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,6.000,6.000,.500,,1/1/19 12:00 AM,,,false
3270331,Bot d.den h.sen B.CHI 10x35g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3271310,Cat mong baby DCN hinh thu,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,20.000,20.000,.500,,,,,false
3273305,Bthuy nhuaRD 2035 N10.E-2L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,1.000,1.000,.500,,,,,false
3275849,Khan Coop Select 34x78 duacai,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,,,,false
3276842,Gum LOT.XYL. Bluebe. Hu 130.5g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,36.000,36.000,.500,,,,,false
3276843,Banh KOALA'sMarch dau hg37g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,48.000,48.000,.500,,,,,false
3277889,Nmamchay Coop Select pet 300ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,,03/04/2023_25NCC_HNR,,false
3277949,NG Coop Select h.hoa d.dac 4L,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,4.000,4.000,.500,,,,,false
3277950,NTay Toilet Coop Select 900ml,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3278389,Bun kho Coop Select 250g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,30.000,30.000,.500,,,,,false
3278390,Bun kho Coop Select 400g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,20.000,20.000,.500,,,,,false
3278393,Gaotrang5% tam Coop Happy 5kg,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,5.000,5.000,.500,,,03/04/2023_25NCC_HNR,,false
3278394,Gaothongdung15% Coop Happy 5kg,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,5.000,5.000,.500,,,03/04/2023_25NCC_HNR,,false
3278913,Keo ALPEN Ori.Cara.322g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,,,,false
3279241,Dau Cooking Coop Select 1L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,03/04/2023_25NCC_HNR,,false
3279255,Dau Cooking Coop Select 2L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,6.000,6.000,.500,,,03/04/2023_25NCC_HNR,,false
3279261,Dau Cooking Coop Select 5L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,4.000,4.000,.500,,,03/04/2023_25NCC_HNR,,false
3279756,Thung racdap oval DT0280186nho,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,4.000,4.000,.500,,,NewSKU_01042023,,false
3279757,Thung racdapovalDT0280187trung,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,4.000,4.000,.500,,,NewSKU_01042023,,false
3280377,Khansoc Coop Select 40x75cacao,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,,,,false
3280378,Khansoc Coop Select 40x75hong,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,,,,false
3281313,Thung nhua chu nhat H116-15L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,5.000,5.000,.500,,,NewSKU_01042023,,false
3281318,Ke nhua trung DT641L/4-4ngan,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,5.000,5.000,.500,,,NewSKU_01042023,,false
3281320,C-Xo nhua khong nap DT064-12L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3281321,Xo nhua khong nap DT066-20L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,NewSKU_01042023,,false
3281511,Tu nhua Tomi trong 219/4 4ngan,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,4.000,4.000,.500,,,NewSKU_01042023,,false
3282513,NX Coop Select huong hoa 1.8L,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,8.000,8.000,.500,,,,,false
3282731,Ntuong Phu Si AJI.pet 500ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,,,,false
3282735,Bam mi DCN cac loai,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3282736,Keo tia long mui J0158,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3282737,Dcu nan mun SB0297,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3282741,Ong cuon toc J0061 3cai,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3282933,C-Tu nhua Mina 225/5 5ngan,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,1.000,1.000,.500,11/5/21 12:00 AM,,,,false
3283554,Tu nhua Tomi trong219/5 5ngan,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,4.000,4.000,.500,,,NewSKU_01042023,,false
3284188,Dau t.vat t.luyen OLITA 1L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3284196,Dau t.vat t.luyen OLITA 5L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,4.000,4.000,.500,,,,,false
3284516,BG Coop Select h.hoa c.tren6kg,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,3.000,3.000,.500,,,,,false
3284683,B.xop NABATIRICHEESE hg20x7.5g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,6.000,6.000,.500,,1/1/19 12:00 AM,,,false
3285331,Btam luoi mouse Nuresh 426-25,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,30.000,30.000,.500,,,,,false
3285503,Bthuy bam n.RD-1045TS.E-1L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,1.000,1.000,.500,,,,,false
3285587,Bot ngot VEDAN 400g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,30.000,30.000,.500,,,,,false
3286741,Giam gao len men AJI.pet 400ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,20.000,20.000,.500,,,,,false
3286921,Tra chanh Coop Select16goix15g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,,03/04/2023_25NCC_HNR,,false
3286930,Tra dao Coop Select 16goix15g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,,03/04/2023_25NCC_HNR,,false
3286935,Cafe 3in1Coop Select dda18x17g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,,03/04/2023_25NCC_HNR,,false
3288046,Bao tay tam Nufresh,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,48.000,48.000,.500,,,,,false
3288346,Tu nhua Tomi trong219/3-3ngan,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,4.000,4.000,.500,,,NewSKU_01042023,,false
3290133,Gia vi Aji-Quick lau thai 50g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,120.000,120.000,.500,,,,,false
3290134,Sot MAYON.AJI-MAYO tuyp 130g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,40.000,40.000,.500,,,,,false
3290141,C-K.caosuBIGBABOLt.cay50v-170g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,40.000,40.000,.500,,,,,false
3291142,Banh LU PETITBeurreVeri.200g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,20.000,20.000,.500,,1/1/19 12:00 AM,,,false
3291337,BtrangchagioCoopSelect22cm250g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,30.000,30.000,.500,,,03/04/2023_25NCC_HNR,,false
3291575,B.que COSY k.soco 126g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,1/1/19 12:00 AM,,,false
3291578,B.que COSY k.dau 126g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,1/1/19 12:00 AM,,,false
3291580,C-B.que COSY k.cam 135/126g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,1/1/19 12:00 AM,,,false
3291581,B.que COSY k.la dua 126g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,1/1/19 12:00 AM,,,false
3293945,Bun gao lut huyet rong 200g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,40.000,40.000,.500,,,,,false
3295021,C-Ro nhua cai 4T0-40cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,50.000,50.000,.500,,,,,false
3295023,C-Ro nhua cai 5T0-50cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,50.000,50.000,.500,,,,,false
3295195,Mit say Coop Select 100g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,40.000,40.000,.500,,,,,false
3295196,Mit say Coop Select 150g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,30.000,30.000,.500,,,,,false
3295197,Mit say Coop Select 210g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,20.000,20.000,.500,,,,,false
3295198,Mit say Coop Select 500g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3295199,Trai cay say Coop Select 250g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,20.000,20.000,.500,,,,,false
3295200,Chuoi say Coop Select 250g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,,,,false
3295355,Sot May.AJI-MAYO ngot diu 130g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,40.000,40.000,.500,,,,,false
3295401,Bot mi da dung MEIZAN VFM 500g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,20.000,20.000,.500,,,,,false
3295402,Bot mi da dung MEIZAN VFM 1kg,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3295614,BG Coop Select huong hoa 6kg,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,3.000,3.000,.500,,,,,false
3296686,C-NRC Coop Select d.k chanh4kg,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,4.000,4.000,.500,,,,,false
3297630,MitrungCoop Select c.cap 300g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,15.000,15.000,.500,,,03/04/2023_25NCC_HNR,,false
3297651,Mi trung cc Coop Select 450g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,03/04/2023_25NCC_HNR,,false
3297677,Mi xao cc Coop Select 450g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,03/04/2023_25NCC_HNR,,false
3297681,Nui onglon Coop Select db 350g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,15.000,15.000,.500,,,03/04/2023_25NCC_HNR,,false
3297684,Nui chu C Coop Select db 350g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,15.000,15.000,.500,,,03/04/2023_25NCC_HNR,,false
3297686,Nui xoan Coop Select db 250g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,20.000,20.000,.500,,,03/04/2023_25NCC_HNR,,false
3297689,Nui sao Coop Select db 350g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,15.000,15.000,.500,,,03/04/2023_25NCC_HNR,,false
3297695,Nui so Coop Select db 350g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,15.000,15.000,.500,,,03/04/2023_25NCC_HNR,,false
3297698,Buntuoi Coop Select dbiet 250g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,20.000,20.000,.500,,,03/04/2023_25NCC_HNR,,false
3297701,Buntuoi Coop Select dbiet 450g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,03/04/2023_25NCC_HNR,,false
3298228,C-HQ-2Dau Nanh T.AN 1L+bo 200g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,6.000,6.000,.500,12/26/22 12:00 AM,,,PKDYC,true
3298487,Noiinox4303Dq.siliFiv.16cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,1.000,1.000,.500,,,,,false
3298488,Noiinox4303Dq.siliFiv.20cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,1.000,1.000,.500,,,,,false
3298489,Noiinox4303Dq.siliFiv.24cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,1.000,1.000,.500,,,,,false
3298679,Chuoi say VINAMIT 100g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,60.000,60.000,.500,,,,,false
3298844,B.lat ktay SLIDE t.n lon90g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,14.000,14.000,.500,,1/1/19 12:00 AM,,,false
3298846,B.lat ktay SLIDE cay 90g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,14.000,14.000,.500,,1/1/19 12:00 AM,,,false
3299984,Dau TV Coop Select cd 1L-CL,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,03/04/2023_25NCC_HNR,,false
3299987,Dau TV Coop Select cd 2L-CL,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,6.000,6.000,.500,,,03/04/2023_25NCC_HNR,,false
3299988,Dau TVCoop Select cd 5L-CL,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,4.000,4.000,.500,,,03/04/2023_25NCC_HNR,,false
3300069,Cuoc c.xoong kt Samran HT3-2m,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,60.000,60.000,.500,,,,,false
