*Item,Descr,*Source,*Dest,*Sourcing,Factor,TransMode,ShipCal,ArrivCal,MajorShipQty,MinorShipQty,RoundingFactor,Disc,Eff,UDC_NOTE_CREATESS,UDC_NOTE_DISC,ONOFF
3000558,Pho BICHCHI chay nam huong 60g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,30.000,30.000,.500,,,,,false
3002270,Chuoi say Vinamit 250g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,,,,false
3002275,Mit say Vinamit 500g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3002316,Mit say Vinamit 150g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,30.000,30.000,.500,,,,,false
3002319,Khoai lang say Vinamit 250g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,20.000,20.000,.500,,,,,false
3002505,Tcay say Vinamit 250g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,20.000,20.000,.500,,,,,false
3002516,Mit say Vinamit 100g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,40.000,40.000,.500,,,,,false
3003245,Bo MAGARINE TUONG AN 200g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,60.000,60.000,.500,,,,,false
3003246,Bo MAGARINE TUONG AN 80g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,100.000,100.000,.500,,,,,false
3003356,Dau me TUONGAN 1L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3003358,Dau dnanh TUONGAN 1L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3003359,Dau dnanh TUONGAN 2L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,6.000,6.000,.500,,,,,false
3003360,Dau dphong TUONGAN 1L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3003368,Dau an TUONG AN 1L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3003369,Dau an TUONGAN 2L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,6.000,6.000,.500,,,,,false
3003371,Dau dnanh SIMPLY 1L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,1/1/19 12:00 AM,,,false
3003374,Dau dnanh SIMPLY 2L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,6.000,6.000,.500,,1/1/19 12:00 AM,,,false
3003375,Dau cooking NAKYDACO 1L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3003381,Dau me thom ng.chat NAKY.250ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3003383,Dau me TUONGAN 250ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3003388,Dau an TUONGAN 5L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,4.000,4.000,.500,,,,,false
3003389,Dau dnanh TUONG AN 5L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,4.000,4.000,.500,,,,,false
3003391,Dau dnanh SIMPLY 5L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,4.000,4.000,.500,,1/1/19 12:00 AM,,,false
3003392,Dau an TUONGAN 400ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,,,,false
3003410,Dau huong duong Simply 1L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,1/1/19 12:00 AM,,,false
3003424,Dau an SEASON ccap 1L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3003425,Dau an SEASON ccap 1.8L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,6.000,6.000,.500,,,,,false
3003641,B.qui COSY MARIE KDO sua 136g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,1/1/19 12:00 AM,,,false
3003642,B.quy COSY MARIE sua 408g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,1/1/19 12:00 AM,,,false
3003798,B.crac.AFC KDluami hg100g/86g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,36.000,36.000,.500,,1/1/19 12:00 AM,,,false
3003799,B.crac.AFC KDraucai hg100g/86g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,36.000,36.000,.500,,1/1/19 12:00 AM,,,false
3003800,B.crac.AFC KDluami hg200g/172g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,16.000,16.000,.500,,1/1/19 12:00 AM,,,false
3003801,B.cracAFC KDraucai hg200g/172g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,16.000,16.000,.500,,1/1/19 12:00 AM,,,false
3003824,B.soco OREO KRAFT vani 119.6g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,1/1/19 12:00 AM,,,false
3003870,B.crac.RITZ KRA.phomai 118g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,1/1/19 12:00 AM,,,false
3003964,Keo deo ZOO BIBICA goi 500g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3003997,Keo cung BONMUA QX 650g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3004052,Keo ALPEN Original 115.5g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,45.000,45.000,.500,,,,,false
3004054,Keo GOLIA act.plus45v-108.4g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,45.000,45.000,.500,,,,,false
3004059,Keo deo JELLY ZOO BH goi 100g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,60.000,60.000,.500,,,,,false
3004151,Keo deo JELLY ZOO BH goi 200g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,30.000,30.000,.500,,,,,false
3004173,Keo ALPEN dau 115.5g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,45.000,45.000,.500,,,,,false
3004228,Keo deo ZOO tcay phu duong500g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3004229,Keo deo ZOO tcay phu duong200g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,30.000,30.000,.500,,,,,false
3004519,Tra GUNG htan TienDu hop 50g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,100.000,100.000,.500,,,,,false
3004551,Tra Gung TienDu 10x15g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,60.000,60.000,.500,,,,,false
3004738,Nkhoang th. nhien Lavie 350ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,,,,false
3004739,Nkhoang th. nhien Lavie 500ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,,,,false
3004740,Nkhoang thien nhienLavie 1.5L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3004747,Nkhoang th. nhien Laviebinh6L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,2.000,2.000,.500,,,,,false
3004804,Nuoc cot dua WONDER kk 400ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,1/1/19 12:00 AM,,,false
3004897,Nuoc tra bi dao WONDERFA 310ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,1/1/19 12:00 AM,,,false
3004916,C-Suong sam WONDERFARM 310ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,.000,.000,.500,,1/1/19 12:00 AM,,,false
3004998,Nuoc Yen ngannhiTRIBECO240ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,30.000,30.000,.500,,,,,false
3005003,NYen nnhi bduong WONDER.240ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,30.000,30.000,.500,,1/1/19 12:00 AM,,,false
3005028,Bia 333 thung 24lonx330ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,1.000,1.000,.500,,,,,false
3005045,Duong ak TROPI.Classic hg50x2g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,,,,false
3005069,Muoi tinh say Iot tim 500g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,50.000,50.000,.500,,,,,false
3005070,Muoi tinh say Iot tim 1kg,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,25.000,25.000,.500,,,,,false
3005073,BNgot AJINOMOTO 454g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,40.000,40.000,.500,,,,,false
3005075,BNgot AJINOMOTO 1Kg,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3005077,BNgot AJINOMOTO 400g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,30.000,30.000,.500,,,,,false
3005080,BNgot VEDAN 454g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,40.000,40.000,.500,,,,,false
3006196,KDR TE KODOMO dau 45g,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,36.000,36.000,.500,,,,,false
3006293,KDR TE KODOMO cam 45g,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,36.000,36.000,.500,,,,,false
3007093,NTay javel MYHAO 1kg,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3007125,NTay JAVEL 1.95L,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,8.000,8.000,.500,,,,,false
3007285,N.ui do ESSENCE hong 600ml,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3007504,SThom RENUZIT raspberry 198g,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3007508,SThom RENUZIT lavend sage198g,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3008340,KGiay btui TEMPO Menthol loc10,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,30.000,30.000,.500,,,,,false
3008472,Keo bay chuot DAIPHAT xanh,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,50.000,50.000,.500,,,,,false
3008478,LN TYTY T-100g,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,60.000,60.000,.500,,,,,false
3008479,LN TYTY T-250g,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,20.000,20.000,.500,,,,,false
3008481,LN TYTY tron SLT150-100g,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3008482,LN bon tieu TYTY TC6-40g,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,20.000,20.000,.500,,,,,false
3008485,LN TYTY con gian 100g,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,20.000,20.000,.500,,,,,false
3008486,LN TYTY chanh vien-100g,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,40.000,40.000,.500,,,,,false
3008490,LN TYTY dep SLD-150 100g,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,12.000,12.000,.500,,,,,false
3008504,LN THUANAN tron trang 250g,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,40.000,40.000,.500,,,,,false
3008506,LN THUANAN tim mau 200g,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,50.000,50.000,.500,,,,,false
3008508,LN THUANAN oval mau 75g,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,144.000,144.000,.500,,,,,false
3008527,LN THUANAN tron treo 6V-200g,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,45.000,45.000,.500,,,,,false
3008529,LN THUANAN tron trang 500g,805,160,SOURCING,1.000,LAND,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,24.000,24.000,.500,,,,,false
3008682,To trang 18cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008700,Chen com trang,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,40.000,40.000,.500,,,,,false
3008703,Dia lot chen com trang,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008704,Dia lot chen sup trang,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008705,Dia sup trang 23cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008706,Dia tron trang 18cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008708,Dia tron trang 22cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008709,Dia tron trang 25cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008710,Dia tron trang 28cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008711,Muong trang,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008713,To trang 15cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008714,To trang 20cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008922,Chen com vien xla,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,40.000,40.000,.500,,,,,false
3008923,Chen sup vien xla,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008924,To vien xanh la 15cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008925,To vien xanh la 18cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008926,To vien xanh la 20cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008927,Dia lot chen com vien xanh la,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008928,Dia tron vien xanh la 18cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008929,Dia tron vien xanh la 20cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008930,Dia tron vien xanh la 22cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008931,Dia tron vien xanh 25cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008935,Chen cham vien xanh la 9cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008936,Tho vien xla 15cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,2.000,2.000,.500,,,,,false
3008937,Tho vien xla 18cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,2.000,2.000,.500,,,,,false
3008940,Bo tra 0.7L chi xanh la,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,1.000,1.000,.500,,,,,false
3008941,Dialot tach lon vien xla14cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3008942,To cao vien xla 15cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,5.000,5.000,.500,,,,,false
3008943,To cao trang 18cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,5.000,5.000,.500,,,,,false
3008945,To cao vien xla 18cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,5.000,5.000,.500,,,,,false
3008995,Tach tra 0.16L chi xanh la,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,1.000,1.000,.500,,,,,false
3009003,Ca tra trang,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,1.000,1.000,.500,,,,,false
3009458,Ly ttinh quai UG-217 -290ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,6.000,6.000,.500,,,,,false
3009460,Ly ttinh quai UG-316- 400ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,6.000,6.000,.500,,,,,false
3009461,Ly ttinh quai UG-332-360ml,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,6.000,6.000,.500,,,,,false
3009550,Va com inox 901C,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,5.000,5.000,.500,,,,,false
3009551,Va com inox can den 3001,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,5.000,5.000,.500,,,,,false
3009699,Nia ghim trai cay 2001-6cai,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,5.000,5.000,.500,,,,,false
3009701,Nia inox 902-4cai,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
3009714,Va canh inox 860,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,5.000,5.000,.500,,,,,false
3009716,Va sup inox 901F,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,1.000,1.000,.500,,,,,false
3009761,Va sup 901FS,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,1.000,1.000,.500,,,,,false
3009802,Va canh inox 901L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,5.000,5.000,.500,,,,,false
3009808,Va sup can den 3001-B,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,5.000,5.000,.500,,,,,false
3009834,Va canh inox 901XL,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,1.000,1.000,.500,,,,,false
3009862,Va sup can do 801,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,5.000,5.000,.500,,,,,false
3011821,Ro DUYTAN 687-20cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,200.000,200.000,.500,,,NewSKU_01042023,,false
3011822,Ro DUYTAN 668-28cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,100.000,100.000,.500,,,NewSKU_01042023,,false
3011823,C-Ro DUYTAN 670-32cm,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,100.000,100.000,.500,,,,,false
3012259,Thung rac dap DUYTAN 741nho,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,4.000,4.000,.500,,,NewSKU_01042023,,false
3012260,Thung rac dap DUYTAN 740 trung,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,4.000,4.000,.500,,,NewSKU_01042023,,false
3012311,Song chen DUYTAN 710 lon,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,50.000,50.000,.500,,,NewSKU_01042023,,false
3012794,Mouse c.xoong2daDURA.D1-7.5x11,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,64.000,64.000,.500,,,,,false
3013096,Bthuy RangDong N1040 TS-1L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,1.000,1.000,.500,,,,,false
3013100,Bthuy N1055TS-1L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,1.000,1.000,.500,,,,,false
3013115,Bthuy inox 1040ST2-1L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,1.000,1.000,.500,,,,,false
3031987,Ca DUYTAN MS-761 nho 1L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,30.000,30.000,.500,,,NewSKU_01042023,,false
3031988,Ca DUYTAN MS-762 trung 1.5L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,30.000,30.000,.500,,,NewSKU_01042023,,false
3031989,Ca DUYTAN MS-763 lon 2L,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,30.000,30.000,.500,,,NewSKU_01042023,,false
3032106,Thung rac lon DUYTAN MS-742,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,2.000,2.000,.500,,,NewSKU_01042023,,false
3040679,C-Banh hoi BINHTAY 350g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,20.000,20.000,.500,,,,,false
3040691,Hu tiu bot loc B.CHI 200g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,40.000,40.000,.500,,,,,false
3040917,BunGao Nang huong B.TAY 300g,801,160,SOURCING,1.000,TRUCK_801_160_5,CAL-DC-STORE_T3-T4-T5-T6-T7-CN, ,10.000,10.000,.500,,,,,false
