STT,ITEM,VENDOR,DESCR,TINH TRANG,STATUS,
267,3350608,16964,100-CTy TNHH Tan Hop Thanh,,,1,Y,,
269,3449943,16964,100-CTy TNHH Tan Hop Thanh,,,2,Y,,
273,3181800,13979,100-CTy TNHH Thuong Mai L.H,,,25,Y,,
274,3389078,11773,110-CTy CP SX Nhua Duy Tan,,,11,Y,,
275,3493317,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
276,3493318,11773,110-CTy CP SX Nhua Duy Tan,,,26,Y,,
279,3493423,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,,,Y,,
280,3493424,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,,,Y,,
281,3390753,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
282,3390754,11773,110-CTy CP SX Nhua Duy Tan,,,15,Y,,
283,3390755,11773,110-CTy CP SX Nhua Duy Tan,,,15,Y,,
290,3494100,13468,100-CTY TNHH SAMRAN-NR,,,125,Y,,
291,3494101,13468,100-CTY TNHH SAMRAN-NR,,,39,Y,,
292,3494102,13468,100-CTY TNHH SAMRAN-NR,,,31,Y,,
293,3494103,13468,100-CTY TNHH SAMRAN-NR,,,28,Y,,
295,3422584,11773,110-CTy CP SX Nhua Duy Tan,,,13,Y,,
296,3392947,11773,110-CTy CP SX Nhua Duy Tan,,,89,Y,,
297,3538906,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),x,LCC,lcc,N,,
298,3538907,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),x,LCC,lcc,N,,
300,3449947,16964,100-CTy TNHH Tan Hop Thanh,x,KHONG KD ,0,N,,
301,3555039,11773,110-CTy CP SX Nhua Duy Tan,,,15,Y,,
303,3134265,11773,110-CTy CP SX Nhua Duy Tan,,,2,Y,,
307,3387567,16964,100-CTy TNHH Tan Hop Thanh,,,8,Y,,
308,3387568,16964,100-CTy TNHH Tan Hop Thanh,,,7,Y,,
309,3387569,16964,100-CTy TNHH Tan Hop Thanh,,,2,Y,,
312,3479552,11773,110-CTy CP SX Nhua Duy Tan,,,13,Y,,
315,3434401,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
316,3434402,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
317,3434403,11773,110-CTy CP SX Nhua Duy Tan,,,12,Y,,
318,3434405,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma C,N,,
319,3506580,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,,9,Y,,
326,3515856,11773,110-CTy CP SX Nhua Duy Tan,x,KHONG KD ,,N,,
327,3531392,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,,4,Y,,
328,3419926,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
338,3523140,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,,,Y,,
339,3523141,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),x,LCC,lcc,N,,
340,3523181,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
341,3523363,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
342,3523364,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
343,3523365,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
344,3430483,11777,100-CT CP Nhua Rang Dong Long An-NR,,,59,Y,,
345,3430484,11777,100-CT CP Nhua Rang Dong Long An-NR,,,11,Y,,
346,3430485,11777,100-CT CP Nhua Rang Dong Long An-NR,,,,Y,,
356,3440906,16964,100-CTy TNHH Tan Hop Thanh,,,,Y,,
362,3521071,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
363,3521072,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
364,3521073,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
365,3521074,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
398,3374925,16964,100-CTy TNHH Tan Hop Thanh,,,8,Y,,
399,3374926,16964,100-CTy TNHH Tan Hop Thanh,,,17,Y,,
400,3374927,16964,100-CTy TNHH Tan Hop Thanh,,,4,Y,,
403,3480412,11773,110-CTy CP SX Nhua Duy Tan,,,48,Y,,
404,3480413,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
405,3480422,11773,110-CTy CP SX Nhua Duy Tan,,,55,Y,,
409,3403272,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
410,3404154,11773,110-CTy CP SX Nhua Duy Tan,,,5,Y,,
411,3414888,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
414,3508978,11773,110-CTy CP SX Nhua Duy Tan,,,15,Y,,
420,3382457,12989,100-CTY TNHH SAMRAN,,,55,Y,,
421,3487359,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,Ma C,N,,
422,3487361,11773,110-CTy CP SX Nhua Duy Tan,,,7,Y,,
423,3487363,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
424,3487364,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
425,3487366,12989,100-CTY TNHH SAMRAN,,,,Y,,
426,3487674,11773,110-CTy CP SX Nhua Duy Tan,,,18,Y,,
427,3496126,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,,4,Y,,
428,3496127,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,,1,Y,,
431,3223203,12989,100-CTY TNHH SAMRAN,,,74,Y,,
435,3288346,11773,110-CTy CP SX Nhua Duy Tan,,,12,Y,,
444,3372352,16964,100-CTy TNHH Tan Hop Thanh,x,MA C,ma c,N,,
447,3459152,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
448,3528748,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),x,MA C,ma c,N,,
449,3528749,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,,8,Y,,
450,3528750,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,,5,Y,,
467,3433469,16964,100-CTy TNHH Tan Hop Thanh,,,,Y,,
468,3513945,11773,110-CTy CP SX Nhua Duy Tan,,,26,Y,,
469,3513947,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
470,3513972,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,Ma C,N,,
479,3524413,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
480,3524414,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
481,3524415,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
482,3524416,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
491,3311633,10985,100-Cty TM&PT Cong Nghe Kolend,,,39,Y,,
492,3311748,16964,100-CTy TNHH Tan Hop Thanh,,,5,Y,,
493,3312777,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
494,3312779,11773,110-CTy CP SX Nhua Duy Tan,,,17,Y,,
495,3312780,11773,110-CTy CP SX Nhua Duy Tan,,,48,Y,,
500,3458930,11773,110-CTy CP SX Nhua Duy Tan,,,17,Y,,
502,3446423,11773,110-CTy CP SX Nhua Duy Tan,x,LCC,lcc,N,,
503,3446427,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,Ma C,N,,
505,3081035,11773,110-CTy CP SX Nhua Duy Tan,,,7,Y,,
507,3556424,11773,110-CTy CP SX Nhua Duy Tan,,,4,Y,,
508,3535085,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,,1,Y,,
509,3556030,11773,110-CTy CP SX Nhua Duy Tan,,,7,Y,,
513,3392119,11011,100-CT TNHH SX Do Gia DungElmich-NR,,,50,Y,,
514,3392121,11011,100-CT TNHH SX Do Gia DungElmich-NR,,,16,Y,,
515,3392948,11773,110-CTy CP SX Nhua Duy Tan,,,42,Y,,
516,3392949,11773,110-CTy CP SX Nhua Duy Tan,,,62,Y,,
517,3392951,11773,110-CTy CP SX Nhua Duy Tan,,,36,Y,,
520,3371132,10985,100-Cty TM&PT Cong Nghe Kolend,,,24,Y,,
521,3477798,18833,100-Cong ty CP TD Kim Duc -NR,,,52,Y,,
522,3477799,18833,100-Cong ty CP TD Kim Duc -NR,,,59,Y,,
523,3477800,18833,100-Cong ty CP TD Kim Duc -NR,,,45,Y,,
529,3473447,18833,100-Cong ty CP TD Kim Duc -NR,,,31,Y,,
538,3364612,16964,100-CTy TNHH Tan Hop Thanh,,,4,Y,,
540,3455364,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
541,3455946,11011,100-CT TNHH SX Do Gia DungElmich-NR,,,12,Y,,
543,3406659,16964,100-CTy TNHH Tan Hop Thanh,,,,Y,,
544,3406717,11773,110-CTy CP SX Nhua Duy Tan,,,19,Y,,
545,3406719,11773,110-CTy CP SX Nhua Duy Tan,,,22,Y,,
546,3406721,11773,110-CTy CP SX Nhua Duy Tan,,,14,Y,,
547,3406723,11773,110-CTy CP SX Nhua Duy Tan,,,13,Y,,
560,3507585,11773,110-CTy CP SX Nhua Duy Tan,x,LCC,lcc,N,,
561,3419604,11773,110-CTy CP SX Nhua Duy Tan,,,44,Y,,
562,3422258,11773,110-CTy CP SX Nhua Duy Tan,,,36,Y,,
563,3422250,11773,110-CTy CP SX Nhua Duy Tan,,,11,Y,,
564,3519233,11773,110-CTy CP SX Nhua Duy Tan,,,18,Y,,
566,3392950,11773,110-CTy CP SX Nhua Duy Tan,,,26,Y,,
567,3517502,11773,110-CTy CP SX Nhua Duy Tan,,,43,Y,,
568,3390756,11773,110-CTy CP SX Nhua Duy Tan,,,44,Y,,
569,3476197,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
570,3011823,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
571,3509235,11773,110-CTy CP SX Nhua Duy Tan,,,22,Y,,
572,3438240,11773,110-CTy CP SX Nhua Duy Tan,,,3,Y,,
573,3436536,11773,110-CTy CP SX Nhua Duy Tan,,,4,Y,,
574,3434404,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
575,3552975,11773,110-CTy CP SX Nhua Duy Tan,,,7,Y,,
576,3368152,11773,110-CTy CP SX Nhua Duy Tan,,,14,Y,,
577,3537737,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),x,MA C,ma c,N,,
578,3548188,11773,110-CTy CP SX Nhua Duy Tan,,,124,Y,,
579,3548189,11773,110-CTy CP SX Nhua Duy Tan,,,62,Y,,
580,3548191,11773,110-CTy CP SX Nhua Duy Tan,,,62,Y,,
581,3555041,11773,110-CTy CP SX Nhua Duy Tan,,,15,Y,,
582,3448563,11773,110-CTy CP SX Nhua Duy Tan,,,7,Y,,
583,3555042,11773,110-CTy CP SX Nhua Duy Tan,,,24,Y,,
584,3546767,11773,110-CTy CP SX Nhua Duy Tan,,,28,Y,,
585,3555040,11773,110-CTy CP SX Nhua Duy Tan,,,3,Y,,
586,3503276,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
587,3503277,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c ,N,,
588,3419131,11773,110-CTy CP SX Nhua Duy Tan,,,12,Y,,
589,3422582,11773,110-CTy CP SX Nhua Duy Tan,,,18,Y,,
591,3490338,11773,110-CTy CP SX Nhua Duy Tan,,,25,Y,,
592,3312781,11773,110-CTy CP SX Nhua Duy Tan,,,23,Y,,
593,3342478,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
594,3550806,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,,2,Y,,
595,3065101,11773,110-CTy CP SX Nhua Duy Tan,,,26,Y,,
596,3065131,11773,110-CTy CP SX Nhua Duy Tan,,,24,Y,,
604,3533214,11773,110-CTy CP SX Nhua Duy Tan,,,34,Y,,
605,3533215,11773,110-CTy CP SX Nhua Duy Tan,,,23,Y,,
608,3534020,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,,3,Y,,
609,3535084,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,,2,Y,,
610,3535595,11773,110-CTy CP SX Nhua Duy Tan,,,17,Y,,
611,3535596,11773,110-CTy CP SX Nhua Duy Tan,,,5,Y,,
612,3535608,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,,5,Y,,
617,3536397,11773,110-CTy CP SX Nhua Duy Tan,,,16,Y,,
618,3536398,11773,110-CTy CP SX Nhua Duy Tan,,,40,Y,,
619,3536399,11773,110-CTy CP SX Nhua Duy Tan,,,38,Y,,
620,3536400,11773,110-CTy CP SX Nhua Duy Tan,,,3,Y,,
621,3536484,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,,8,Y,,
622,3536485,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,,13,Y,,
623,3536486,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,,68,Y,,
626,3168725,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
627,3168726,11773,110-CTy CP SX Nhua Duy Tan,,MA C,ma c,Y,,
628,3168727,11773,110-CTy CP SX Nhua Duy Tan,,,59,Y,,
629,3168728,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
630,3168729,11773,110-CTy CP SX Nhua Duy Tan,,,64,Y,,
631,3168730,11773,110-CTy CP SX Nhua Duy Tan,,,37,Y,,
632,3168732,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
636,3490335,11773,110-CTy CP SX Nhua Duy Tan,x,KHONG KD ,,N,,
637,3490337,11773,110-CTy CP SX Nhua Duy Tan,x,KHONG KD ,,N,,
644,3518674,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,,4,Y,,
645,3518677,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),x,KHONG KD ,,N,,
646,3518681,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma  c,N,,
647,3518682,11773,110-CTy CP SX Nhua Duy Tan,,,5,Y,,
648,3518688,11773,110-CTy CP SX Nhua Duy Tan,,,10,Y,,
653,3519231,11773,110-CTy CP SX Nhua Duy Tan,,,31,Y,,
654,3519232,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
655,3557778,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),x,KHONG KD ,,N,,
656,3307987,12989,100-CTY TNHH SAMRAN,,,60,Y,,
658,3352971,16964,100-CTy TNHH Tan Hop Thanh,,,59,Y,,
659,3352974,16964,100-CTy TNHH Tan Hop Thanh,,,2,Y,,
661,3450259,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
662,3450271,11773,110-CTy CP SX Nhua Duy Tan,,,1,Y,,
664,3362388,11773,110-CTy CP SX Nhua Duy Tan,,,34,Y,,
682,3011821,11773,110-CTy CP SX Nhua Duy Tan,,,64,Y,,
683,3011822,11773,110-CTy CP SX Nhua Duy Tan,,,44,Y,,
684,3012259,11773,110-CTy CP SX Nhua Duy Tan,,,14,Y,,
685,3012260,11773,110-CTy CP SX Nhua Duy Tan,,,12,Y,,
686,3012311,11773,110-CTy CP SX Nhua Duy Tan,,,6,Y,,
688,3246587,12989,100-CTY TNHH SAMRAN,,,65,Y,,
689,3281313,11773,110-CTy CP SX Nhua Duy Tan,,,22,Y,,
690,3281318,11773,110-CTy CP SX Nhua Duy Tan,,,6,Y,,
691,3281320,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
692,3281321,11773,110-CTy CP SX Nhua Duy Tan,,,24,Y,,
693,3281511,11773,110-CTy CP SX Nhua Duy Tan,,,24,Y,,
699,3282933,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
700,3328714,11773,110-CTy CP SX Nhua Duy Tan,,,1,Y,,
701,3509253,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
704,3378042,16964,100-CTy TNHH Tan Hop Thanh,x,MA C,ma c,N,,
714,3217698,11777,100-CT CP Nhua Rang Dong Long An-NR,,,5,Y,,
718,3336962,16964,100-CTy TNHH Tan Hop Thanh,x,MA C,ma c,N,,
719,3336963,16964,100-CTy TNHH Tan Hop Thanh,x,MA C,ma c,N,,
722,3460722,11773,110-CTy CP SX Nhua Duy Tan,,,7,Y,,
723,3460723,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
732,3400317,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
733,3400318,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
734,3400319,11773,110-CTy CP SX Nhua Duy Tan,x,MA C,ma c,N,,
739,3413586,11773,110-CTy CP SX Nhua Duy Tan,,,12,Y,,
742,3422249,11773,110-CTy CP SX Nhua Duy Tan,,,22,Y,,
743,3422251,11773,110-CTy CP SX Nhua Duy Tan,,,18,Y,,
744,3422252,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
745,3422259,11773,110-CTy CP SX Nhua Duy Tan,,,30,Y,,
747,3422473,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
748,3422474,11773,110-CTy CP SX Nhua Duy Tan,x,LCC ,lcc,N,,
749,3422581,11773,110-CTy CP SX Nhua Duy Tan,,,10,Y,,
750,3422583,11773,110-CTy CP SX Nhua Duy Tan,,,21,Y,,
751,3542948,16964,100-CTy TNHH Tan Hop Thanh,,,4,Y,,
752,3542951,16964,100-CTy TNHH Tan Hop Thanh,,,3,Y,,
753,3543334,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,,1,Y,,
754,3543871,11773,110-CTy CP SX Nhua Duy Tan,,,24,Y,,
755,3543872,11773,110-CTy CP SX Nhua Duy Tan,,,3,Y,,
760,3298487,16964,100-CTy TNHH Tan Hop Thanh,,,11,Y,,
761,3298488,16964,100-CTy TNHH Tan Hop Thanh,,,10,Y,,
762,3298489,16964,100-CTy TNHH Tan Hop Thanh,,,5,Y,,
763,3300069,12989,100-CTY TNHH SAMRAN,,,36,Y,,
764,3300070,11773,110-CTy CP SX Nhua Duy Tan,,,44,Y,,
765,3300071,11773,110-CTy CP SX Nhua Duy Tan,,,9,Y,,
774,3342477,11773,110-CTy CP SX Nhua Duy Tan,,,18,Y,,
775,3342479,11773,110-CTy CP SX Nhua Duy Tan,,,12,Y,,
776,3343026,16964,100-CTy TNHH Tan Hop Thanh,,,,Y,,
777,3343029,16964,100-CTy TNHH Tan Hop Thanh,,,2,Y,,
778,3343030,16964,100-CTy TNHH Tan Hop Thanh,,,,Y,,
779,3343031,16964,100-CTy TNHH Tan Hop Thanh,,,3,Y,,
781,3344279,11773,110-CTy CP SX Nhua Duy Tan,,,1,Y,,
782,3344291,16964,100-CTy TNHH Tan Hop Thanh,,,,Y,,
783,3544249,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
784,3545124,11773,110-CTy CP SX Nhua Duy Tan,,,33,Y,,
787,3546388,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
788,3546389,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
789,3546390,11773,110-CTy CP SX Nhua Duy Tan,,,3,Y,,
790,3546391,11773,110-CTy CP SX Nhua Duy Tan,,,8,Y,,
791,3547498,11773,110-CTy CP SX Nhua Duy Tan,,,24,Y,,
792,3547499,11773,110-CTy CP SX Nhua Duy Tan,,,19,Y,,
793,3547500,11773,110-CTy CP SX Nhua Duy Tan,,,20,Y,,
794,3547501,11773,110-CTy CP SX Nhua Duy Tan,,,28,Y,,
795,3548190,11773,110-CTy CP SX Nhua Duy Tan,,,81,Y,,
798,3409368,11773,110-CTy CP SX Nhua Duy Tan,,,21,Y,,
799,3409369,11773,110-CTy CP SX Nhua Duy Tan,,,11,Y,,
800,3419129,11773,110-CTy CP SX Nhua Duy Tan,,,12,Y,,
801,3419602,11773,110-CTy CP SX Nhua Duy Tan,,,43,Y,,
802,3419603,11773,110-CTy CP SX Nhua Duy Tan,,,29,Y,,
803,3419605,11773,110-CTy CP SX Nhua Duy Tan,,,24,Y,,
804,3504123,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),x,MA C,ma c,N,,
805,3504124,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),x,MA C,ma c,N,,
807,3537715,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,,2,Y,,
809,3538420,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),x,MA KM ,ma km,Y,,
810,3538565,11773,110-CTy CP SX Nhua Duy Tan,,,88,Y,,
811,3538566,11773,110-CTy CP SX Nhua Duy Tan,,,16,Y,,
812,3538567,11773,110-CTy CP SX Nhua Duy Tan,,,15,Y,,
813,3538568,11773,110-CTy CP SX Nhua Duy Tan,,,22,Y,,
814,3538569,11773,110-CTy CP SX Nhua Duy Tan,,,31,Y,,
815,3538570,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
816,3538571,11773,110-CTy CP SX Nhua Duy Tan,,,9,Y,,
819,3538908,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,,2,Y,,
820,3540798,20888,100-Cty CP SX TM Nhua Hoang Chau-NR,,,69,Y,,
823,3541385,11773,110-CTy CP SX Nhua Duy Tan,,,14,Y,,
824,3541386,11773,110-CTy CP SX Nhua Duy Tan,,,24,Y,,
825,3541387,11773,110-CTy CP SX Nhua Duy Tan,,,36,Y,,
826,3541388,11773,110-CTy CP SX Nhua Duy Tan,,,24,Y,,
827,3541389,11773,110-CTy CP SX Nhua Duy Tan,,,14,Y,,
828,3541390,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
829,3541391,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
830,3541392,11773,110-CTy CP SX Nhua Duy Tan,,,17,Y,,
836,3541467,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),x,KHONG KD ,,N,,
837,3541546,11773,110-CTy CP SX Nhua Duy Tan,,,53,Y,,
838,3541547,11773,110-CTy CP SX Nhua Duy Tan,,,25,Y,,
839,3541924,11773,110-CTy CP SX Nhua Duy Tan,,,10,Y,,
840,3541939,11773,110-CTy CP SX Nhua Duy Tan,,,2,Y,,
841,3541940,11773,110-CTy CP SX Nhua Duy Tan,,,3,Y,,
842,3541941,11773,110-CTy CP SX Nhua Duy Tan,,,1,Y,,
852,3407767,11773,110-CTy CP SX Nhua Duy Tan,,,,Y,,
