*Item,*Source,*Dest
3545124,801,160
3546388,801,160
3538565,801,160
3538566,801,160
3541939,801,160
3541940,801,160
3541941,801,160
3407767,801,160
3492416,801,157
3521651,801,157
3460189,801,157
3040982,801,157
3063378,801,157
3004519,801,157
3442481,801,157
3054513,801,157
3054515,801,157
3054516,801,157
3054518,801,157
3054520,801,157
3244892,801,157
3103654,801,157
3054535,801,157
3097779,801,157
3084503,801,157
3509078,801,157
3488561,801,157
3488562,801,157
3488563,801,157
3440952,801,157
3440955,801,157
3493826,801,157
3390935,801,157
3387857,801,157
3505767,801,157
3479885,801,157
3529243,801,157
3529244,801,157
3529245,801,157
3529246,801,157
3529247,801,157
3529248,801,157
3530491,801,157
3538108,801,157
3416681,801,157
3515394,801,157
3530862,801,157
3492416,801,130
3521651,801,130
3103653,801,130
3103654,801,130
3054535,801,130
3097779,801,130
3084503,801,130
3509078,801,130
3479885,801,130
3529246,801,130
3529247,801,130
3063378,801,130
3004551,801,130
3054516,801,130
3054518,801,130
3054520,801,130
3244892,801,130
3507730,801,556
3507731,801,556
3427995,801,556
3493826,801,556
3063378,801,556
3416065,801,556
3416680,801,556
3416681,801,556
3102394,801,556
3102395,801,556
3103654,801,556
3284196,801,556
3368786,801,556
3348492,801,556
3496755,801,556
3496756,801,556
3173260,801,556
3005069,801,556
3005077,801,556
3225551,801,556
3295195,801,556
3295196,801,556
3295197,801,556
3295198,801,556
3295199,801,556
3295200,801,556
3295355,801,556
3341298,801,556
3453969,801,556
3505767,801,556
3050100,801,556
3054515,801,556
3054516,801,556
3054518,801,556
3054519,801,556
3054520,801,556
3054535,801,556
3258064,801,556
3097779,801,556
3488561,801,556
3488562,801,556
3488563,801,556
3489128,801,556
3253189,801,556
3284683,801,556
3325998,801,556
3441648,801,556
3442900,801,556
3444807,801,556
3390935,801,556
3481810,801,556
3387857,801,556
3387928,801,556
3479885,801,556
3492416,801,556
3515394,801,556
3431913,801,556
3431961,801,556
3432384,801,556
3432386,801,556
3430767,801,556
3430768,801,556
3430952,801,556
3440244,801,556
3440951,801,556
3440952,801,556
3440953,801,556
3440955,801,556
3512339,801,556
3521651,801,556
3521652,801,556
3003246,801,556
3003356,801,556
3003359,801,556
3003383,801,556
3003388,801,556
3003389,801,556
3003392,801,556
3003424,801,556
3003425,801,556
3110011,801,556
3334803,801,556
3460189,801,556
3480381,801,556
3500252,801,556
3158922,801,556
3004519,801,556
3004551,801,556
3224617,801,556
3529243,801,556
3529244,801,556
3529245,801,556
3529246,801,556
3529247,801,556
3529248,801,556
3530491,801,556
3530862,801,556
3524070,801,556
3524071,801,556
3524072,801,556
3524202,801,556
3040978,801,556
3040982,801,556
3040988,801,556
3255354,801,556
3312942,801,556
3356234,801,556
3459106,801,556
3446824,801,556
3468909,801,556
3192836,801,556
3494751,801,556
3286741,801,556
3084503,801,556
3084504,801,556
3276842,801,556
3276843,801,556
3278389,801,556
3278390,801,556
3278393,801,556
3278394,801,556
3365055,801,556
3455948,801,556
3510697,801,556
3510698,801,556
3510699,801,556
3510700,801,556
3175364,801,556
3413710,801,556
3413711,801,556
3413712,801,556
3318852,801,556
3361960,801,556
3532867,801,556
3533269,801,556
3533840,801,556
3536326,801,556
3126487,801,556
3384346,801,556
3384347,801,556
3509078,801,556
3519042,801,556
3519043,801,556
3352387,801,556
3352990,801,556
3454990,801,556
3454991,801,556
3454992,801,556
3454993,801,556
3454994,801,556
3454995,801,556
3454996,801,556
3454997,801,556
3525167,801,556
3244892,801,556
3282731,801,556
3113220,801,556
3466390,801,556
3467853,801,556
3214107,801,556
3216135,801,556
3217598,801,556
3377186,801,556
3401493,801,556
3401494,801,556
3290134,801,556
3345933,801,556
3229501,801,556
3231570,801,556
3232249,801,556
3341299,801,556
3545693,801,556
3201689,801,556
3205668,801,556
3538108,801,556
3199340,801,556
3199550,801,556
3408152,801,556
3495684,801,556
3502829,801,556
3503267,801,556
3518223,801,196
3543335,801,196
3509231,801,196
3368148,801,196
3368149,801,196
3538419,801,196
3557777,801,196
3557783,801,196
3557782,801,196
3295021,801,196
3295023,801,196
3412002,801,196
3533694,801,196
3533695,801,196
3457912,801,196
3457913,801,196
3493317,801,196
3493423,801,196
3493424,801,196
3390753,801,196
3538906,801,196
3538907,801,196
3434405,801,196
3521073,801,196
3487359,801,196
3487363,801,196
3487364,801,196
3372352,801,196
3528748,801,196
3513972,801,196
3524413,801,196
3524414,801,196
3524415,801,196
3524416,801,196
3312777,801,196
3446427,801,196
3556030,801,196
3455364,801,196
3011823,801,196
3537737,801,196
3503277,801,196
3536484,801,196
3536485,801,196
3536486,801,196
3168728,801,196
3518677,801,196
3518681,801,196
3557778,801,196
3281320,801,196
3336962,801,196
3460723,801,196
3343026,801,196
3504123,801,196
3504124,801,196
3538420,801,196
3550852,801,141
3550848,801,141
3550850,801,141
3509230,801,141
3509231,801,141
3368148,801,141
3368149,801,141
3448562,801,141
3419927,801,141
3295021,801,141
3295023,801,141
3412002,801,141
3556029,801,141
3457912,801,141
3457913,801,141
3325237,801,141
3493317,801,141
3390753,801,141
3434405,801,141
3419926,801,141
3521073,801,141
3487359,801,141
3487363,801,141
3487364,801,141
3513972,801,141
3524413,801,141
3524414,801,141
3524415,801,141
3524416,801,141
3312777,801,141
3446427,801,141
3556030,801,141
3455364,801,141
3011823,801,141
3503277,801,141
3168728,801,141
3518681,801,141
3518682,801,141
3450271,801,141
3281320,801,141
3460723,801,141
3541939,801,141
3543335,801,141
3536487,801,141
3538419,801,141
3493423,801,141
3493424,801,141
3528748,801,141
3528749,801,141
3537737,801,141
3535608,801,141
3536484,801,141
3536485,801,141
3536486,801,141
3518674,801,141
3518677,801,141
3543334,801,141
3504123,801,141
3504124,801,141
3538420,801,141
3430010,801,141
3336962,801,141
3343026,801,141
3055280,801,541
3003392,801,541
3524070,801,541
3479885,801,541
3529243,801,541
3529245,801,541
3529246,801,541
3538108,801,541
3054535,801,541
3084503,801,541
3509078,801,541
3050100,801,541
3054513,801,541
3054515,801,541
3054516,801,541
3054518,801,541
3054519,801,541
3054520,801,541
3244892,801,541
3481810,801,541
3063378,801,541
3004519,801,541
3489128,801,541
3492416,801,541
3521651,801,541
3518223,801,159
3550852,801,159
3430010,801,159
3543335,801,159
3547927,801,159
3541465,801,159
3541466,801,159
3518675,801,159
3550848,801,159
3550850,801,159
3404156,801,159
3509230,801,159
3509231,801,159
3101964,801,159
3101976,801,159
3102010,801,159
3368148,801,159
3368149,801,159
3475665,801,159
3538419,801,159
3218628,801,159
3517621,801,159
3557777,801,159
3448562,801,159
3419927,801,159
3295021,801,159
3295023,801,159
3412002,801,159
3497612,801,159
3533694,801,159
3533695,801,159
3459960,801,159
3457912,801,159
3457913,801,159
3350607,801,159
3350608,801,159
3181800,801,159
3493317,801,159
3493423,801,159
3493424,801,159
3390753,801,159
3538906,801,159
3538907,801,159
3434405,801,159
3515856,801,159
3419926,801,159
3523140,801,159
3523141,801,159
3521073,801,159
3404154,801,159
3487359,801,159
3487363,801,159
3487364,801,159
3528748,801,159
3513947,801,159
3513972,801,159
3524413,801,159
3524414,801,159
3524415,801,159
3524416,801,159
3312777,801,159
3458930,801,159
3446423,801,159
3446427,801,159
3556030,801,159
3364612,801,159
3455364,801,159
3011823,801,159
3537737,801,159
3555041,801,159
3555042,801,159
3546767,801,159
3503277,801,159
3168728,801,159
3518674,801,159
3518681,801,159
3450271,801,159
3281320,801,159
3328714,801,159
3336962,801,159
3460723,801,159
3422252,801,159
3422474,801,159
3543334,801,159
3543872,801,159
3344279,801,159
3504123,801,159
3504124,801,159
3538420,801,159
3541467,801,159
3541939,801,159
3541941,801,159
3063378,801,159
3505767,801,159
3054535,801,159
3488561,801,159
3488562,801,159
3488563,801,159
3442481,801,159
3387857,801,159
3479885,801,159
3492416,801,159
3440951,801,159
3440952,801,159
3440953,801,159
3440955,801,159
3521651,801,159
3529243,801,159
3529246,801,159
3529247,801,159
3509078,801,159
3503267,801,159
3541460,805,159
3196366,805,159
3196367,805,159
3132145,805,159
3386499,805,159
3386503,805,159
3491953,805,159
3257943,805,159
3257948,805,159
3123559,805,159
3285331,805,159
3008486,805,159
3282741,805,159
3137588,805,159
3513553,805,159
3314078,805,159
3288046,805,159
3372214,805,159
3271310,805,159
3384314,805,159
3437750,805,159
3282735,805,159
3282737,805,159
3463139,805,159
3296686,805,159
3540979,805,159
3540980,805,159
3541461,805,159
3196363,805,159
3196368,805,159
3408174,805,159
3503165,805,159
3507858,801,162
3517622,801,162
3430010,801,162
3543335,801,162
3552977,801,162
3348369,801,162
3547927,801,162
3541465,801,162
3541466,801,162
3552978,801,162
3552976,801,162
3541460,805,162
3518675,801,162
3518676,801,162
3536487,801,162
3550848,801,162
3507586,801,162
3437855,801,162
3055280,801,162
3055286,801,162
3063378,801,162
3501372,801,162
3509230,801,162
3509231,801,162
3102394,801,162
3102395,801,162
3103381,801,162
3103382,801,162
3103654,801,162
3368148,801,162
3368149,801,162
3368150,801,162
3368786,801,162
3476194,801,162
3476195,801,162
3476196,801,162
3476198,801,162
3476199,801,162
3476200,801,162
3476202,801,162
3538419,801,162
3543870,801,162
3541545,801,162
3545292,805,162
3534601,801,162
3348367,801,162
3348368,801,162
3448562,801,162
3448564,801,162
3419927,801,162
3132145,805,162
3386503,805,162
3491227,805,162
3491953,805,162
3295021,801,162
3295023,801,162
3295195,801,162
3295196,801,162
3295197,801,162
3295198,801,162
3295199,801,162
3295200,801,162
3412002,801,162
3497612,801,162
3533694,801,162
3533695,801,162
3459960,801,162
3490336,801,162
3054516,801,162
3054518,801,162
3054520,801,162
3054535,801,162
3257948,805,162
3097779,801,162
3327144,801,162
3488561,801,162
3488562,801,162
3488563,801,162
3457912,801,162
3457913,801,162
3008486,805,162
3325237,801,162
3442481,801,162
3350608,801,162
3389078,801,162
3493317,801,162
3493318,801,162
3493423,801,162
3493424,801,162
3390753,801,162
3390935,801,162
3481810,801,162
3422584,801,162
3538907,801,162
3535758,805,162
3134265,801,162
3137587,805,162
3137588,805,162
3387567,801,162
3387568,801,162
3387569,801,162
3387857,801,162
3479885,801,162
3492416,801,162
3434405,801,162
3506580,801,162
3419926,801,162
3513553,805,162
3523140,801,162
3523141,801,162
3523181,801,162
3523363,801,162
3523364,801,162
3523365,801,162
3440244,801,162
3440249,801,162
3440252,801,162
3440906,801,162
3440951,801,162
3440952,801,162
3440953,801,162
3440955,801,162
3521071,801,162
3521072,801,162
3521073,801,162
3521651,801,162
3521652,801,162
3314078,805,162
3452209,805,162
3404154,801,162
3414888,801,162
3500252,801,162
3508978,801,162
3487359,801,162
3487363,801,162
3487364,801,162
3487366,801,162
3004519,801,162
3004551,801,162
3223203,801,162
3288346,801,162
3372214,805,162
3528748,801,162
3529246,801,162
3529247,801,162
3530731,805,162
3530732,805,162
3530733,805,162
3530734,805,162
3513945,801,162
3513947,801,162
3513972,801,162
3524070,801,162
3524289,801,162
3524413,801,162
3524414,801,162
3524415,801,162
3524416,801,162
3312777,801,162
3312780,801,162
3446427,801,162
3081035,801,162
3468909,801,162
3556424,801,162
3392951,801,162
3084503,801,162
3455364,801,162
3406659,801,162
3413710,801,162
3413711,801,162
3413712,801,162
3507585,801,162
3422258,801,162
3422250,801,162
3476197,801,162
3011823,801,162
3438240,801,162
3552975,801,162
3537737,801,162
3546767,801,162
3503276,801,162
3503277,801,162
3553316,805,162
3490338,801,162
3533269,801,162
3535759,805,162
3535760,805,162
3535761,805,162
3536397,801,162
3536398,801,162
3536399,801,162
3536484,801,162
3536485,801,162
3536486,801,162
3168727,801,162
3168728,801,162
3168729,801,162
3168730,801,162
3490335,801,162
3490337,801,162
3437750,805,162
3509078,801,162
3518674,801,162
3518677,801,162
3518681,801,162
3518682,801,162
3519232,801,162
3352971,801,162
3450271,801,162
3362388,801,162
3525067,805,162
3525068,805,162
3525069,805,162
3011821,801,162
3011822,801,162
3281313,801,162
3281318,801,162
3281320,801,162
3281321,801,162
3451265,801,162
3336962,801,162
3460722,801,162
3460723,801,162
3463139,805,162
3422157,801,162
3422161,801,162
3422251,801,162
3422474,801,162
3543872,801,162
3296686,805,162
3343029,801,162
3343030,801,162
3343031,801,162
3344279,801,162
3544249,801,162
3546388,801,162
3546389,801,162
3546390,801,162
3546391,801,162
3547498,801,162
3547499,801,162
3504123,801,162
3504124,801,162
3537715,801,162
3538420,801,162
3538566,801,162
3538567,801,162
3538788,805,162
3538789,805,162
3538908,801,162
3540979,805,162
3540980,805,162
3541385,801,162
3541389,801,162
3541390,801,162
3541467,801,162
3541547,801,162
3541924,801,162
3196362,805,162
3407767,801,162
3408174,805,162
3408176,805,162
3503165,805,162
3477798,801,158
3477799,801,158
3473447,801,158
3190991,801,158
3554245,801,158
3554248,801,158
3552977,801,158
3547927,801,158
3552978,801,158
3552976,801,158
3554249,801,158
3554247,801,158
3550848,801,158
3550850,801,158
3519234,801,158
3404156,801,158
3507586,801,158
3437855,801,158
3437856,801,158
3438238,801,158
3509230,801,158
3509231,801,158
3368148,801,158
3368149,801,158
3368151,801,158
3543870,801,158
3544246,801,158
3517621,801,158
3541545,801,158
3557783,801,158
3557782,801,158
3554246,801,158
3448562,801,158
3448564,801,158
3419927,801,158
3295021,801,158
3295023,801,158
3412002,801,158
3403438,801,158
3459960,801,158
3260451,801,158
3314547,801,158
3382940,801,158
3031989,801,158
3457912,801,158
3457913,801,158
3279757,801,158
3493317,801,158
3493318,801,158
3390753,801,158
3390754,801,158
3422584,801,158
3555039,801,158
3134265,801,158
3434405,801,158
3515856,801,158
3523363,801,158
3523364,801,158
3523365,801,158
3521071,801,158
3521072,801,158
3521073,801,158
3404154,801,158
3414888,801,158
3508978,801,158
3487359,801,158
3487361,801,158
3487363,801,158
3487364,801,158
3513945,801,158
3513947,801,158
3513972,801,158
3524413,801,158
3524414,801,158
3524415,801,158
3524416,801,158
3312777,801,158
3446423,801,158
3446427,801,158
3556424,801,158
3455364,801,158
3392950,801,158
3011823,801,158
3436536,801,158
3552975,801,158
3555041,801,158
3555042,801,158
3546767,801,158
3555040,801,158
3503276,801,158
3503277,801,158
3065101,801,158
3535595,801,158
3535596,801,158
3536397,801,158
3536398,801,158
3536399,801,158
3168728,801,158
3168729,801,158
3518681,801,158
3518682,801,158
3518688,801,158
3519231,801,158
3450271,801,158
3012311,801,158
3281318,801,158
3281320,801,158
3281321,801,158
3460722,801,158
3460723,801,158
3422252,801,158
3422473,801,158
3422474,801,158
3543872,801,158
3545124,801,158
3546388,801,158
3546389,801,158
3546390,801,158
3546391,801,158
3547498,801,158
3547499,801,158
3547501,801,158
3409368,801,158
3409369,801,158
3538565,801,158
3538566,801,158
3538571,801,158
3541389,801,158
3541390,801,158
3541391,801,158
3541392,801,158
3541546,801,158
3541547,801,158
3541924,801,158
3541939,801,158
3541940,801,158
3541941,801,158
3407767,801,158
3062359,801,158
3103381,801,158
3371132,801,158
3382457,801,158
3487366,801,158
3223203,801,158
3246587,801,158
3300069,801,158
3542950,801,158
3318296,801,158
3497612,801,158
3350607,801,158
3350608,801,158
3440906,801,158
3374926,801,158
3433469,801,158
3352971,801,158
3336962,801,158
3542948,801,158
3343026,801,158
3518223,801,158
3543335,801,158
3541466,801,158
3518676,801,158
3536487,801,158
3528752,801,158
3538419,801,158
3557777,801,158
3533694,801,158
3533695,801,158
3493423,801,158
3493424,801,158
3538907,801,158
3523141,801,158
3496126,801,158
3528748,801,158
3537737,801,158
3550806,801,158
3536484,801,158
3536485,801,158
3536486,801,158
3518674,801,158
3518677,801,158
3557778,801,158
3543334,801,158
3504123,801,158
3504124,801,158
3538420,801,158
3538908,801,158
3541467,801,158
3317725,801,158
3536326,801,158
3216135,801,158
3503221,801,158
3492416,801,158
3521651,801,158
3460189,801,158
3361960,801,158
3063378,801,158
3004519,801,158
3442481,801,158
3440252,801,158
3422157,801,158
3432384,801,158
3432386,801,158
3494751,801,158
3054513,801,158
3054515,801,158
3054516,801,158
3054518,801,158
3054520,801,158
3103653,801,158
3103654,801,158
3054535,801,158
3097779,801,158
3084504,801,158
3509078,801,158
3503267,801,158
3387857,801,158
3505767,801,158
3479885,801,158
3529243,801,158
3529244,801,158
3529245,801,158
3529246,801,158
3529247,801,158
3113222,801,158
3138983,801,158
3500252,801,158
3334803,801,158
3278393,801,158
3365055,801,158
3541460,805,158
3501639,805,158
3386502,805,158
3386503,805,158
3491227,805,158
3491953,805,158
3314153,805,158
3123559,805,158
3535758,805,158
3515340,805,158
3515343,805,158
3513553,805,158
3372214,805,158
3530731,805,158
3530732,805,158
3530733,805,158
3530734,805,158
3437750,805,158
3525069,805,158
3525114,805,158
3525115,805,158
3527980,805,158
3463139,805,158
3296686,805,158
3541461,805,158
3408174,805,158
3503165,805,158
3503303,805,158
3436535,801,134
3518223,801,134
3554245,801,134
3430010,801,134
3543335,801,134
3541466,801,134
3541460,805,134
3518676,801,134
3513556,805,134
3536487,801,134
3528752,801,134
3196367,805,134
3542949,801,134
3542950,801,134
3404156,801,134
3554236,801,134
3063378,801,134
3318296,801,134
3501372,801,134
3509230,801,134
3509231,801,134
3102010,801,134
3103381,801,134
3368148,801,134
3368149,801,134
3368151,801,134
3476196,801,134
3476199,801,134
3476200,801,134
3476202,801,134
3538419,801,134
3543870,801,134
3541545,801,134
3557777,801,134
3557783,801,134
3557782,801,134
3554246,801,134
3534601,801,134
3448562,801,134
3448564,801,134
3491953,805,134
3295021,801,134
3295023,801,134
3412002,801,134
3497612,801,134
3505767,801,134
3459960,801,134
3556029,801,134
3054513,801,134
3054516,801,134
3054520,801,134
3054535,801,134
3260451,801,134
3097779,801,134
3327143,801,134
3327144,801,134
3382940,801,134
3012794,801,134
3285331,805,134
3457912,801,134
3457913,801,134
3325237,801,134
3442481,801,134
3350607,801,134
3181800,801,134
3389078,801,134
3493317,801,134
3493423,801,134
3493424,801,134
3390753,801,134
3538907,801,134
3134265,801,134
3137588,805,134
3387857,801,134
3479885,801,134
3492416,801,134
3434405,801,134
3515856,801,134
3531392,801,134
3513553,805,134
3513554,805,134
3440244,801,134
3440906,801,134
3521071,801,134
3521073,801,134
3521074,801,134
3521651,801,134
3521652,801,134
3334803,801,134
3460189,801,134
3404154,801,134
3414888,801,134
3508978,801,134
3487359,801,134
3487363,801,134
3487364,801,134
3487674,801,134
3372214,805,134
3528748,801,134
3528749,801,134
3529243,801,134
3529244,801,134
3529245,801,134
3529246,801,134
3529247,801,134
3513947,801,134
3513972,801,134
3524289,801,134
3524413,801,134
3524414,801,134
3524415,801,134
3524416,801,134
3040982,801,134
3040988,801,134
3312777,801,134
3446423,801,134
3446427,801,134
3535085,801,134
3556030,801,134
3392951,801,134
3364612,801,134
3455364,801,134
3406659,801,134
3510699,801,134
3476197,801,134
3011823,801,134
3436536,801,134
3368152,801,134
3537737,801,134
3448563,801,134
3546767,801,134
3503276,801,134
3503277,801,134
3065101,801,134
3271310,805,134
3536484,801,134
3536485,801,134
3536486,801,134
3168728,801,134
3168730,801,134
3384314,805,134
3490335,801,134
3490337,801,134
3437750,805,134
3509078,801,134
3518674,801,134
3518677,801,134
3518681,801,134
3518682,801,134
3557778,801,134
3362388,801,134
3525114,805,134
3525115,805,134
3012311,801,134
3281313,801,134
3281318,801,134
3281320,801,134
3281321,801,134
3217698,801,134
3336962,801,134
3460723,801,134
3463139,805,134
3422249,801,134
3422473,801,134
3422474,801,134
3542948,801,134
3542951,801,134
3543334,801,134
3543872,801,134
3296686,805,134
3342477,801,134
3342479,801,134
3343026,801,134
3343029,801,134
3343030,801,134
3545124,801,134
3546389,801,134
3546390,801,134
3546391,801,134
3547498,801,134
3504123,801,134
3504124,801,134
3538420,801,134
3538571,801,134
3538908,801,134
3540979,805,134
3540980,805,134
3541461,805,134
3541467,801,134
3541546,801,134
3541547,801,134
3541939,801,134
3541941,801,134
3196365,805,134
3196368,805,134
3407767,801,134
3408174,805,134
3503165,805,134
3459960,801,506
3436535,801,506
3448564,801,506
3448563,801,506
3436536,801,506
3521071,801,506
3521072,801,506
3392950,801,506
3392951,801,506
3422584,801,506
3541391,801,506
3509233,801,506
3507585,801,506
3543871,801,506
3487674,801,506
3536400,801,506
3509253,801,506
3518682,801,506
3520753,801,506
3065131,801,506
3507586,801,506
3437855,801,506
3438238,801,506
3389078,801,506
3414888,801,506
3407767,801,506
3518688,801,506
3556424,801,506
3422258,801,506
3422259,801,506
3422249,801,506
3422250,801,506
3422251,801,506
3438240,801,506
3031987,801,506
3031988,801,506
3031989,801,506
3312779,801,506
3314547,801,506
3546391,801,506
3422581,801,506
3422582,801,506
3422583,801,506
3538565,801,506
3509234,801,506
3517622,801,506
3392947,801,506
3392948,801,506
3392949,801,506
3412002,801,506
3509231,801,506
3524414,801,506
3524413,801,506
3524416,801,506
3524415,801,506
3521073,801,506
3390753,801,506
3434405,801,506
3455364,801,506
3460723,801,506
3368149,801,506
3368148,801,506
3011823,801,506
3295021,801,506
3295023,801,506
3487359,801,506
3487363,801,506
3487364,801,506
3457912,801,506
3457913,801,506
3168728,801,506
3446427,801,506
3493317,801,506
3503277,801,506
3312777,801,506
3513972,801,506
3518681,801,506
3281320,801,506
3545124,801,506
3555041,801,506
3555042,801,506
3536397,801,506
3055204,801,506
3419131,801,506
3403438,801,506
3508978,801,506
3390754,801,506
3422474,801,506
3538566,801,506
3390755,801,506
3390756,801,506
3444318,801,506
3437856,801,506
3409368,801,506
3409369,801,506
3403272,801,506
3523181,801,506
3503276,801,506
3419129,801,506
3413586,801,506
3543870,801,506
3385771,801,506
3523363,801,506
3523364,801,506
3523365,801,506
3509230,801,506
3419602,801,506
3419603,801,506
3419604,801,506
3419605,801,506
3548189,801,506
3548190,801,506
3548191,801,506
3458930,801,506
3548188,801,506
3547500,801,506
3547501,801,506
3460722,801,506
3368150,801,506
3404154,801,506
3404156,801,506
3535596,801,506
3535595,801,506
3515856,801,506
3281318,801,506
3507858,801,506
3507857,801,506
3541389,801,506
3541390,801,506
3479552,801,506
3544246,801,506
3544249,801,506
3513945,801,506
3490335,801,506
3490336,801,506
3490337,801,506
3536398,801,506
3536399,801,506
3490338,801,506
3342479,801,506
3342478,801,506
3342477,801,506
3422473,801,506
3422252,801,506
3476202,801,506
3476200,801,506
3011822,801,506
3055152,801,506
3011821,801,506
3055153,801,506
3055154,801,506
3552975,801,506
3552976,801,506
3552977,801,506
3552978,801,506
3546388,801,506
3546389,801,506
3546390,801,506
3476197,801,506
3476198,801,506
3476199,801,506
3476194,801,506
3476195,801,506
3476196,801,506
3547927,801,506
3487361,801,506
3509235,801,506
3509236,801,506
3541385,801,506
3541386,801,506
3012311,801,506
3546767,801,506
3538571,801,506
3538570,801,506
3538569,801,506
3538567,801,506
3538568,801,506
3362388,801,506
3312780,801,506
3312781,801,506
3541392,801,506
3554247,801,506
3554246,801,506
3457915,801,506
3554249,801,506
3554248,801,506
3457914,801,506
3533214,801,506
3533215,801,506
3547499,801,506
3547498,801,506
3168727,801,506
3168729,801,506
3168730,801,506
3541387,801,506
3541388,801,506
3555039,801,506
3555040,801,506
3446423,801,506
3541546,801,506
3541547,801,506
3541545,801,506
3556030,801,506
3556029,801,506
3521074,801,506
3554245,801,506
3382940,801,506
3382941,801,506
3134265,801,506
3541940,801,506
3541941,801,506
3281313,801,506
3368152,801,506
3513947,801,506
3065101,801,506
3325237,801,506
3368151,801,506
3012260,801,506
3012259,801,506
3406719,801,506
3406723,801,506
3406717,801,506
3081035,801,506
3300070,801,506
3300071,801,506
3406721,801,506
3032106,801,506
3279756,801,506
3279757,801,506
3493318,801,506
3450271,801,506
3541939,801,506
3517621,801,506
3260451,801,506
3260454,801,506
3550848,801,506
3218628,801,506
3328714,801,506
3344279,801,506
3281511,801,506
3288346,801,506
3283554,801,506
3419926,801,506
3419927,801,506
3448562,801,506
3550850,801,506
3550852,801,506
3519560,801,506
3519561,801,506
3541924,801,506
3281321,801,506
3519231,801,506
3519232,801,506
3519233,801,506
3519234,801,506
3543872,801,506
3557783,801,506
3557782,801,506
3217698,801,506
3190991,801,506
3430483,801,506
3190990,801,506
3430484,801,506
3430485,801,506
3382457,801,506
3307987,801,506
3300069,801,506
3223203,801,506
3253175,801,506
3246587,801,506
3487366,801,506
3012794,801,506
3055280,801,506
3426543,801,506
3426542,801,506
3494103,801,506
3383609,801,506
3383607,801,506
3383608,801,506
3494102,801,506
3383606,801,506
3494101,801,506
3494100,801,506
3101964,801,506
3181800,801,506
3101976,801,506
3102010,801,506
3535608,801,506
3501372,801,506
3528749,801,506
3528752,801,506
3528750,801,506
3550808,801,506
3541466,801,506
3541467,801,506
3506580,801,506
3550806,801,506
3518676,801,506
3534601,801,506
3535085,801,506
3554236,801,506
3518223,801,506
3535084,801,506
3533694,801,506
3533695,801,506
3504123,801,506
3537737,801,506
3504124,801,506
3536484,801,506
3536485,801,506
3536486,801,506
3536487,801,506
3528748,801,506
3538420,801,506
3538419,801,506
3531392,801,506
3523141,801,506
3543334,801,506
3518674,801,506
3518675,801,506
3538908,801,506
3523140,801,506
3541465,801,506
3538906,801,506
3538907,801,506
3534020,801,506
3543335,801,506
3496126,801,506
3496127,801,506
3537715,801,506
3518677,801,506
3493423,801,506
3493424,801,506
3557777,801,506
3557778,801,506
3350608,801,506
3364612,801,506
3318296,801,506
3406659,801,506
3327143,801,506
3311748,801,506
3475383,801,506
3343031,801,506
3350607,801,506
3372352,801,506
3497612,801,506
3336962,801,506
3430010,801,506
3344291,801,506
3449947,801,506
3449943,801,506
3343029,801,506
3343030,801,506
3348367,801,506
3348368,801,506
3348369,801,506
3430007,801,506
3430008,801,506
3430009,801,506
3374925,801,506
3374926,801,506
3374927,801,506
3542948,801,506
3542949,801,506
3542950,801,506
3542951,801,506
3387567,801,506
3387568,801,506
3387569,801,506
3327144,801,506
3440906,801,506
3298487,801,506
3298488,801,506
3298489,801,506
3433469,801,506
3352971,801,506
3352974,801,506
3477800,801,506
3477799,801,506
3473447,801,506
3477798,801,506
3520312,801,506
3520313,801,506
3540798,801,506
3463139,805,506
3282735,805,506
3288046,805,506
3284516,805,506
3320019,805,506
3184823,805,506
3184818,805,506
3295614,805,506
3184824,805,506
3343735,805,506
3386500,805,506
3386499,805,506
3437745,805,506
3285331,805,506
3384314,805,506
3491953,805,506
3196368,805,506
3196365,805,506
3196367,805,506
3271310,805,506
3196366,805,506
3296686,805,506
3513553,805,506
3257943,805,506
3282737,805,506
3491227,805,506
3525116,805,506
3501641,805,506
3523764,805,506
3452217,805,506
3500596,805,506
3523765,805,506
3527979,805,506
3452218,805,506
3501639,805,506
3503303,805,506
3524461,805,506
3503302,805,506
3503301,805,506
3524462,805,506
3501640,805,506
3515340,805,506
3515339,805,506
3515343,805,506
3515342,805,506
3521131,805,506
3515341,805,506
3422432,805,506
3372481,805,506
3269076,805,506
3372479,805,506
3422431,805,506
3449108,805,506
3493892,805,506
3493891,805,506
3525066,805,506
3525067,805,506
3525068,805,506
3525069,805,506
3008472,805,506
3282736,805,506
3452211,805,506
3473446,805,506
3452223,805,506
3452220,805,506
3523766,805,506
3452222,805,506
3329700,805,506
3537640,805,506
3541461,805,506
3541460,805,506
3525114,805,506
3527980,805,506
3537271,805,506
3525115,805,506
3008482,805,506
3008486,805,506
3008485,805,506
3008490,805,506
3054651,805,506
3123559,805,506
3008478,805,506
3008479,805,506
3008481,805,506
3140316,805,506
3257947,805,506
3250058,805,506
3250059,805,506
3277949,805,506
3372214,805,506
3386501,805,506
3497823,805,506
3386502,805,506
3386503,805,506
3408174,805,506
3437748,805,506
3517121,805,506
3408176,805,506
3333833,805,506
3333834,805,506
3513554,805,506
3314147,805,506
3217101,805,506
3314154,805,506
3356101,805,506
3386505,805,506
3386506,805,506
3314153,805,506
3356098,805,506
3513555,805,506
3513556,805,506
3196363,805,506
3196362,805,506
