ITEM,VENDOR,DESCR,NOTE,NH
3521652,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3003245,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3003246,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3003356,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3003358,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3003359,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3003360,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3003368,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3003369,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3003383,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3003388,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3003389,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3003392,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3003424,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3003425,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3314078,16760,110-Cua Hang Hue Lam,PKD - G?1,3
3314147,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3452209,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3452211,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,HNR - G?1,3
3452217,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,HNR - G?1,3
3452218,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,HNR - G?1,3
3452220,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,HNR - G?1,3
3452222,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,HNR - G?1,3
3452223,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,HNR - G?1,3
3110011,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3110012,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3334803,20944,111-Cty TNHH Luong Thuc Angimex-NR,HNR - G?1,2
3334806,20944,111-Cty TNHH Luong Thuc Angimex-NR,HNR - G?1,2
3374925,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3374926,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3374927,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3460189,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3480381,21018,100-Congty CP Phuc Long Heritage-NR,HNR - G?1,2
3480412,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3480413,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3480422,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3184818,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3184823,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3184824,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3403272,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3404154,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3414888,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3500252,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3500596,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,HNR - G?1,3
3508978,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3158922,20944,111-Cty TNHH Luong Thuc Angimex-NR,HNR - G?1,2
3160021,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3160022,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3160023,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3160024,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3382457,12989,100-CTY TNHH SAMRAN,PKD - G?1,4
3487359,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3487361,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3487363,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3487364,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3487366,12989,100-CTY TNHH SAMRAN,PKD - G?1,4
3487674,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3496126,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3496127,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3004519,12015,130-CTY TNHH TM&CBTP Tien Du,PKD - G?1,2
3004551,12015,130-CTY TNHH TM&CBTP Tien Du,PKD - G?1,2
3223203,12989,100-CTY TNHH SAMRAN,PKD - G?1,4
3224617,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3495074,19219,130-Cty TNHH Nabati Viet Nam,PKD - G?1,2
3288046,15800,110-Cty TNHH 1TV Tri Hoi,PKD - G?1,3
3288346,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3333828,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3333830,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3333833,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3333834,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3333835,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3372212,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3372213,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3372214,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3372352,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3372481,16506,110-CTyTNHHSXTMDVDaiPhuocThanh-NR,HNR - G?1,3
3373113,19219,130-Cty TNHH Nabati Viet Nam,PKD - G?1,2
3459152,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3528748,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3528749,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3528750,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3529243,19219,130-Cty TNHH Nabati Viet Nam,PKD - G?1,2
3529244,19219,130-Cty TNHH Nabati Viet Nam,PKD - G?1,2
3529245,19219,130-Cty TNHH Nabati Viet Nam,PKD - G?1,2
3529246,19219,130-Cty TNHH Nabati Viet Nam,PKD - G?1,2
3529247,19219,130-Cty TNHH Nabati Viet Nam,PKD - G?1,2
3529248,19219,130-Cty TNHH Nabati Viet Nam,PKD - G?1,2
3530120,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3530121,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3530295,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3530491,19219,130-Cty TNHH Nabati Viet Nam,PKD - G?1,2
3530731,21076,110-Cong Ty TNHH SALACOS -NR,HNR - G?1,3
3530732,21076,110-Cong Ty TNHH SALACOS -NR,HNR - G?1,3
3530733,21076,110-Cong Ty TNHH SALACOS -NR,HNR - G?1,3
3530734,21076,110-Cong Ty TNHH SALACOS -NR,HNR - G?1,3
3530862,20812,100-Cty CP TP ThNhien King Green-NR,HNR - G?1,2
3433445,20142,111-Cty TNHH Wilmar Mar.CLV-Sua ,PKD - G?1,2
3433469,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3513945,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3513947,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3513972,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3523764,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,HNR - G?1,3
3523765,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,HNR - G?1,3
3523766,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,HNR - G?1,3
3524070,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,HNR - G?1,2
3524071,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,HNR - G?1,2
3524072,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,HNR - G?1,2
3524202,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3524289,10023,111-Cty Ajinomoto Bien Hoa ,PKD - G?1,2
3524413,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3524414,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3524415,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3524416,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3524461,20536,100-CTYTNHH THIET BI YTE HA TRAN-NR,HNR - G?1,3
3524462,20536,100-CTYTNHH THIET BI YTE HA TRAN-NR,HNR - G?1,3
3040978,11841,130-Cty TNHH Saigon Ve Wong,PKD - G?1,2
3040979,11841,130-Cty TNHH Saigon Ve Wong,PKD - G?1,2
3040982,11841,130-Cty TNHH Saigon Ve Wong,PKD - G?1,2
3040983,11841,130-Cty TNHH Saigon Ve Wong,PKD - G?1,2
3040988,11841,130-Cty TNHH Saigon Ve Wong,PKD - G?1,2
3255354,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3311633,10985,100-Cty TM&PT Cong Nghe Kolend,PKD - G?1,4
3311748,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3312777,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3312779,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3312780,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3312942,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3356098,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3356101,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3356234,10023,111-Cty Ajinomoto Bien Hoa ,PKD - G?1,2
3458930,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3459106,19939,100-Cty TNHH Muoi Thanh Phat-NR,HNR - G?1,2
3446423,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3446427,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3446824,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3081035,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3468909,12320,111-Cty TNHH MTV TNI,PKD - G?1,2
3556424,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3535085,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3556030,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3150386,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3192268,16760,110-Cua Hang Hue Lam,PKD - G?1,3
3192836,10023,111-Cty Ajinomoto Bien Hoa ,PKD - G?1,2
3392119,11011,100-CT TNHH SX Do Gia DungElmich-NR,HNR - G?1,4
3392121,11011,100-CT TNHH SX Do Gia DungElmich-NR,HNR - G?1,4
3392948,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3392949,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3392951,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3494751,12547,131-Cty CP Uniben,PKD - G?1,2
3286741,10023,111-Cty Ajinomoto Bien Hoa ,PKD - G?1,2
3371132,10985,100-Cty TM&PT Cong Nghe Kolend,PKD - G?1,4
3477798,18833,100-Cong ty CP TD Kim Duc -NR,HNR - G?1,4
3477799,18833,100-Cong ty CP TD Kim Duc -NR,HNR - G?1,4
3477800,18833,100-Cong ty CP TD Kim Duc -NR,HNR - G?1,4
3084503,15348,130-CTY CP SX Tra Hung Phat,PKD - G?1,2
3084504,15348,130-CTY CP SX Tra Hung Phat,PKD - G?1,2
3365210,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3365211,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3473446,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,HNR - G?1,3
3473447,18833,100-Cong ty CP TD Kim Duc -NR,HNR - G?1,4
3276842,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3276843,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3277949,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3277950,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3278389,16701,100-Cty CPTP Binh Tay-NR,HNR - G?1,2
3278390,16701,100-Cty CPTP Binh Tay-NR,HNR - G?1,2
3278393,20944,111-Cty TNHH Luong Thuc Angimex-NR,HNR - G?1,2
3278394,20944,111-Cty TNHH Luong Thuc Angimex-NR,HNR - G?1,2
3364612,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3365055,20944,111-Cty TNHH Luong Thuc Angimex-NR,HNR - G?1,2
3455364,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3455946,11011,100-CT TNHH SX Do Gia DungElmich-NR,HNR - G?1,4
3455948,17666,100-Cty CP SXTM Tai Tai-NR,HNR - G?1,2
3406659,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3406717,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3406719,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3406721,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3406723,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3501642,20484,100-CTYCP DUOC PHAM&SINH HOC YTE-NR,HNR - G?1,3
3510697,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,HNR - G?1,2
3510698,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,HNR - G?1,2
3510699,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,HNR - G?1,2
3510700,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,HNR - G?1,2
3175364,20142,111-Cty TNHH Wilmar Mar.CLV-Sua ,PKD - G?1,2
3403158,12547,131-Cty CP Uniben,PKD - G?1,2
3403160,12547,131-Cty CP Uniben,PKD - G?1,2
3403162,12547,131-Cty CP Uniben,PKD - G?1,2
3413710,12320,111-Cty TNHH MTV TNI,PKD - G?1,2
3413711,12320,111-Cty TNHH MTV TNI,PKD - G?1,2
3413712,12320,111-Cty TNHH MTV TNI,PKD - G?1,2
3507585,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3419604,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3422258,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3422250,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3519233,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3541455,15800,110-Cty TNHH 1TV Tri Hoi,PKD - G?1,3
3392950,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3517502,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3390756,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3476197,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3011823,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3509235,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3438240,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3436536,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3434404,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3552975,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3368152,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3537737,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3548188,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3548189,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3548191,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3555041,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3448563,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3555042,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3546767,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3555040,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3503276,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3503277,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3419131,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3422582,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3553316,20779,111-CTyTNHH WILMAR MARKETING CLV-HP,PKD - G?1,3
3490338,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3312781,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3342478,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3550806,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3065101,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3065131,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3269076,16506,110-CTyTNHHSXTMDVDaiPhuocThanh-NR,HNR - G?1,3
3271310,16760,110-Cua Hang Hue Lam,PKD - G?1,3
3318852,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3320019,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3360436,19219,130-Cty TNHH Nabati Viet Nam,PKD - G?1,2
3361960,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3532867,10023,111-Cty Ajinomoto Bien Hoa ,PKD - G?1,2
3533214,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3533215,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3533269,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3533840,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3534020,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3535084,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3535595,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3535596,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3535608,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3535759,21076,110-Cong Ty TNHH SALACOS -NR,HNR - G?1,3
3535760,21076,110-Cong Ty TNHH SALACOS -NR,HNR - G?1,3
3535761,21076,110-Cong Ty TNHH SALACOS -NR,HNR - G?1,3
3536326,10023,111-Cty Ajinomoto Bien Hoa ,PKD - G?1,2
3536397,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3536398,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3536399,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3536400,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3536484,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3536485,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3536486,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3537271,17733,100-CTY TNHH SX& XD TMDVXNK VINA-NR,HNR - G?1,3
3126487,10023,111-Cty Ajinomoto Bien Hoa ,PKD - G?1,2
3168725,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3168726,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3168727,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3168728,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3168729,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3168730,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3168732,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3384314,15800,110-Cty TNHH 1TV Tri Hoi,PKD - G?1,3
3384346,19219,130-Cty TNHH Nabati Viet Nam,PKD - G?1,2
3384347,19219,130-Cty TNHH Nabati Viet Nam,PKD - G?1,2
3490335,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3490337,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3437745,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3437747,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3437748,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3437749,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3437750,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3509078,15348,130-CTY CP SX Tra Hung Phat,PKD - G?1,2
3518674,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3518677,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3518681,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3518682,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3518688,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3519042,20812,100-Cty CP TP ThNhien King Green-NR,HNR - G?1,2
3519043,20812,100-Cty CP TP ThNhien King Green-NR,HNR - G?1,2
3519044,20812,100-Cty CP TP ThNhien King Green-NR,HNR - G?1,2
3519045,20812,100-Cty CP TP ThNhien King Green-NR,HNR - G?1,2
3519231,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3519232,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3557778,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),PKD - G?1,4
3307987,12989,100-CTY TNHH SAMRAN,PKD - G?1,4
3352387,19219,130-Cty TNHH Nabati Viet Nam,PKD - G?1,2
3352971,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3352974,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3352990,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3450259,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3450271,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3450830,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3362388,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3454990,17638,100-Cty CP TP Va Do Uong Vinatea-NR,HNR - G?1,2
3454991,17638,100-Cty CP TP Va Do Uong Vinatea-NR,HNR - G?1,2
3454992,17638,100-Cty CP TP Va Do Uong Vinatea-NR,HNR - G?1,2
3454993,17638,100-Cty CP TP Va Do Uong Vinatea-NR,HNR - G?1,2
3454994,17639,100-Cty TNHH Eikodo Viet Nam-NR,HNR - G?1,2
3454995,17639,100-Cty TNHH Eikodo Viet Nam-NR,HNR - G?1,2
3454996,17639,100-Cty TNHH Eikodo Viet Nam-NR,HNR - G?1,2
3454997,17639,100-Cty TNHH Eikodo Viet Nam-NR,HNR - G?1,2
3525067,21076,110-Cong Ty TNHH SALACOS -NR,HNR - G?1,3
3525068,21076,110-Cong Ty TNHH SALACOS -NR,HNR - G?1,3
3525069,21076,110-Cong Ty TNHH SALACOS -NR,HNR - G?1,3
3525114,17733,100-CTY TNHH SX& XD TMDVXNK VINA-NR,HNR - G?1,3
3525115,17733,100-CTY TNHH SX& XD TMDVXNK VINA-NR,HNR - G?1,3
3525116,20484,100-CTYCP DUOC PHAM&SINH HOC YTE-NR,HNR - G?1,3
3525167,20812,100-Cty CP TP ThNhien King Green-NR,HNR - G?1,2
3527979,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,HNR - G?1,3
3527980,17733,100-CTY TNHH SX& XD TMDVXNK VINA-NR,HNR - G?1,3
3011821,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3011822,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3012259,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3012260,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3012311,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3244892,14337,130-Cty TNHH VINH TIEN,PKD - G?1,2
3246587,12989,100-CTY TNHH SAMRAN,PKD - G?1,4
3281313,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3281318,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3281320,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3281321,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3281511,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3282513,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3282731,10023,111-Cty Ajinomoto Bien Hoa ,PKD - G?1,2
3282735,16760,110-Cua Hang Hue Lam,PKD - G?1,3
3282736,16760,110-Cua Hang Hue Lam,PKD - G?1,3
3282737,16760,110-Cua Hang Hue Lam,PKD - G?1,3
3282933,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3328714,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3509253,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3113220,20142,111-Cty TNHH Wilmar Mar.CLV-Sua ,PKD - G?1,2
3113222,20142,111-Cty TNHH Wilmar Mar.CLV-Sua ,PKD - G?1,2
3378042,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3466390,20846,111-Cty Co Phan Tap Doan KIDO ,PKD - G?1,2
3466392,15790,110-CTy CP HMP My Hao,PKD - G?1,3
3467305,15790,110-CTy CP HMP My Hao,PKD - G?1,3
3467853,10023,111-Cty Ajinomoto Bien Hoa ,PKD - G?1,2
3214107,10023,111-Cty Ajinomoto Bien Hoa ,PKD - G?1,2
3216135,10023,111-Cty Ajinomoto Bien Hoa ,PKD - G?1,2
3217101,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3217105,15506,111-Cty Bot giat LIX-NR,HNR - G?1,3
3217598,12547,131-Cty CP Uniben,PKD - G?1,2
3217698,11777,100-CT CP Nhua Rang Dong Long An-NR,HNR - G?1,4
3451265,12320,111-Cty TNHH MTV TNI,PKD - G?1,2
3110820,15790,110-CTy CP HMP My Hao,PKD - G?1,3
3110821,15790,110-CTy CP HMP My Hao,PKD - G?1,3
3336962,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3336963,16964,100-CTy TNHH Tan Hop Thanh,PKD - G?1,4
3337528,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3377186,10023,111-Cty Ajinomoto Bien Hoa ,PKD - G?1,2
3460722,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3460723,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3463138,15790,110-CTy CP HMP My Hao,PKD - G?1,3
3463139,15790,110-CTy CP HMP My Hao,PKD - G?1,3
3463140,15790,110-CTy CP HMP My Hao,PKD - G?1,3
3463141,15790,110-CTy CP HMP My Hao,PKD - G?1,3
3463142,15790,110-CTy CP HMP My Hao,PKD - G?1,3
3463143,15790,110-CTy CP HMP My Hao,PKD - G?1,3
3463144,15790,110-CTy CP HMP My Hao,PKD - G?1,3
3463145,15790,110-CTy CP HMP My Hao,PKD - G?1,3
3400317,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3400318,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3400319,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
3400708,11119,110-Cty TNHH Lotte Viet Nam,PKD - G?1,2
3401492,10023,111-Cty Ajinomoto Bien Hoa ,PKD - G?1,2
3401493,10023,111-Cty Ajinomoto Bien Hoa ,PKD - G?1,2
3401494,10023,111-Cty Ajinomoto Bien Hoa ,PKD - G?1,2
3413586,11773,110-CTy CP SX Nhua Duy Tan,PKD - G?1,4
