STT,ITEM,VENDOR,DESCR,TINH TRANG,STATUS,
636,3490335,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
637,3490337,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
646,3518681,11773,110-CTy CP SX Nhua Duy Tan,MA C,N,
647,3518682,11773,110-CTy CP SX Nhua Duy Tan,BAN CHAM,N,
648,3518688,11773,110-CTy CP SX Nhua Duy Tan,BAN CHAM,N,
653,3519231,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
654,3519232,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
661,3450259,11773,110-CTy CP SX Nhua Duy Tan,BAN CHAM,N,
662,3450271,11773,110-CTy CP SX Nhua Duy Tan,LCC,N,
664,3362388,11773,110-CTy CP SX Nhua Duy Tan,BAN CHAM,N,
682,3011821,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
683,3011822,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
684,3012259,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
685,3012260,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
686,3012311,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
689,3281313,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
690,3281318,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
691,3281320,11773,110-CTy CP SX Nhua Duy Tan,MA C,N,
692,3281321,11773,110-CTy CP SX Nhua Duy Tan,BAN CHAM,N,
693,3281511,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
699,3282933,11773,110-CTy CP SX Nhua Duy Tan,MA C,N,
700,3328714,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
701,3509253,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
722,3460722,11773,110-CTy CP SX Nhua Duy Tan,,Y,
723,3460723,11773,110-CTy CP SX Nhua Duy Tan,MA C,N,
732,3400317,11773,110-CTy CP SX Nhua Duy Tan,MA C,N,
733,3400318,11773,110-CTy CP SX Nhua Duy Tan,MA C,N,
734,3400319,11773,110-CTy CP SX Nhua Duy Tan,MA C,N,
739,3413586,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
742,3422249,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
743,3422251,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
744,3422252,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
745,3422259,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
747,3422473,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
748,3422474,11773,110-CTy CP SX Nhua Duy Tan,BAN CHAM,N,
749,3422581,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
750,3422583,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
754,3543871,11773,110-CTy CP SX Nhua Duy Tan,BAN CHAM,N,
755,3543872,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
764,3300070,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
765,3300071,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
774,3342477,11773,110-CTy CP SX Nhua Duy Tan,BAN CHAM,N,
775,3342479,11773,110-CTy CP SX Nhua Duy Tan,BAN CHAM,N,
781,3344279,11773,110-CTy CP SX Nhua Duy Tan,BAN CHAM,N,
783,3544249,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
784,3545124,11773,110-CTy CP SX Nhua Duy Tan,BAN CHAM,N,
787,3546388,11773,110-CTy CP SX Nhua Duy Tan,LCC,N,
788,3546389,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
789,3546390,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
790,3546391,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
791,3547498,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
792,3547499,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
793,3547500,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
794,3547501,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
795,3548190,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
798,3409368,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
799,3409369,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
800,3419129,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
801,3419602,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
802,3419603,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
803,3419605,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
810,3538565,11773,110-CTy CP SX Nhua Duy Tan,BAN CHAM,N,
811,3538566,11773,110-CTy CP SX Nhua Duy Tan,BAN CHAM,N,
812,3538567,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
813,3538568,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
814,3538569,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
815,3538570,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
816,3538571,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
823,3541385,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
824,3541386,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
825,3541387,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
826,3541388,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
827,3541389,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
828,3541390,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
829,3541391,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
830,3541392,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
837,3541546,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
838,3541547,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
839,3541924,11773,110-CTy CP SX Nhua Duy Tan,KDBT,Y,
840,3541939,11773,110-CTy CP SX Nhua Duy Tan,LCC,N,
841,3541940,11773,110-CTy CP SX Nhua Duy Tan,BAN CHAM,N,
842,3541941,11773,110-CTy CP SX Nhua Duy Tan,BAN CHAM,N,
852,3407767,11773,110-CTy CP SX Nhua Duy Tan,BAN CHAM,N,
