STT,ITEM,VENDOR,DESCR,TINH TRANG,STATUS
93,3356101,15506,111-Cty Bot giat LIX-NR,,Y
94,3192268,16760,110-Cua Hang Hue Lam,,Y
95,3473446,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,,Y
96,3277949,15506,111-Cty Bot giat LIX-NR,,Y
97,3277950,15506,111-Cty Bot giat LIX-NR,,Y
98,3501642,20484,100-CTYCP DUOC PHAM&SINH HOC YTE-NR,,Y
99,3553316,20779,111-CTyTNHH WILMAR MARKETING CLV-HP,,Y
100,3269076,16506,110-CTyTNHHSXTMDVDaiPhuocThanh-NR,,Y
101,3271310,16760,110-Cua Hang Hue Lam,,Y
102,3320019,15506,111-Cty Bot giat LIX-NR,,Y
103,3535759,21076,110-Cong Ty TNHH SALACOS -NR,,Y
104,3535760,21076,110-Cong Ty TNHH SALACOS -NR,,Y
105,3535761,21076,110-Cong Ty TNHH SALACOS -NR,,Y
106,3537271,17733,100-CTY TNHH SX& XD TMDVXNK VINA-NR,,Y
107,3437745,15506,111-Cty Bot giat LIX-NR,,Y
108,3437748,15506,111-Cty Bot giat LIX-NR,,Y
109,3437749,15506,111-Cty Bot giat LIX-NR,,Y
110,3525067,21076,110-Cong Ty TNHH SALACOS -NR,,Y
111,3525068,21076,110-Cong Ty TNHH SALACOS -NR,,Y
112,3525069,21076,110-Cong Ty TNHH SALACOS -NR,,Y
113,3525116,20484,100-CTYCP DUOC PHAM&SINH HOC YTE-NR,,Y
114,3527979,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,,Y
115,3527980,17733,100-CTY TNHH SX& XD TMDVXNK VINA-NR,,Y
116,3282513,15506,111-Cty Bot giat LIX-NR,,Y
117,3282735,16760,110-Cua Hang Hue Lam,,Y
118,3282736,16760,110-Cua Hang Hue Lam,,Y
119,3282737,16760,110-Cua Hang Hue Lam,,Y
120,3217101,15506,111-Cty Bot giat LIX-NR,,Y
121,3217105,15506,111-Cty Bot giat LIX-NR,,Y
122,3110820,15790,110-CTy CP HMP My Hao,,Y
123,3110821,15790,110-CTy CP HMP My Hao,,Y
124,3422432,16506,110-CTyTNHHSXTMDVDaiPhuocThanh-NR,,Y
125,3007093,15790,110-CTy CP HMP My Hao,,Y
126,3343735,15506,111-Cty Bot giat LIX-NR,,Y
127,3538788,20779,111-CTyTNHH WILMAR MARKETING CLV-HP,,Y
128,3538789,20779,111-CTyTNHH WILMAR MARKETING CLV-HP,,Y
129,3540979,20779,111-CTyTNHH WILMAR MARKETING CLV-HP,,Y
130,3408174,15506,111-Cty Bot giat LIX-NR,,Y
131,3408176,15506,111-Cty Bot giat LIX-NR,,Y
132,3503165,16760,110-Cua Hang Hue Lam,,Y
133,3503303,20536,100-CTYTNHH THIET BI YTE HA TRAN-NR,,Y
134,3494102,13468,100-CTY TNHH SAMRAN-NR,,Y
135,3473447,18833,100-Cong ty CP TD Kim Duc -NR,,Y
136,3430484,11777,100-CT CP Nhua Rang Dong Long An-NR,,Y
137,3383607,13468,100-CTY TNHH SAMRAN-NR,,Y
138,3434403,11773,110-CTy CP SX Nhua Duy Tan,,Y
139,3434404,11773,110-CTy CP SX Nhua Duy Tan,,Y
140,3477799,18833,100-Cong ty CP TD Kim Duc -NR,,Y
141,3494103,13468,100-CTY TNHH SAMRAN-NR,,Y
142,3480422,11773,110-CTy CP SX Nhua Duy Tan,,Y
143,3480412,11773,110-CTy CP SX Nhua Duy Tan,,Y
144,3494101,13468,100-CTY TNHH SAMRAN-NR,,Y
145,3314547,11773,110-CTy CP SX Nhua Duy Tan,,Y
146,3552976,11773,110-CTy CP SX Nhua Duy Tan,,Y
147,3011821,11773,110-CTy CP SX Nhua Duy Tan,,Y
148,3383608,13468,100-CTY TNHH SAMRAN-NR,,Y
149,3392948,11773,110-CTy CP SX Nhua Duy Tan,,Y
150,3426542,12995,100-CTy CP CB Go Duc Thanh-NR,,Y
151,3509233,11773,110-CTy CP SX Nhua Duy Tan,,Y
152,3507585,11773,110-CTy CP SX Nhua Duy Tan,,Y
153,3392950,11773,110-CTy CP SX Nhua Duy Tan,,Y
154,3392949,11773,110-CTy CP SX Nhua Duy Tan,,Y
155,3548191,11773,110-CTy CP SX Nhua Duy Tan,,Y
156,3422473,11773,110-CTy CP SX Nhua Duy Tan,,Y
157,3392119,11011,100-CT TNHH SX Do Gia DungElmich-NR,,Y
158,3055152,11773,110-CTy CP SX Nhua Duy Tan,,Y
159,3552975,11773,110-CTy CP SX Nhua Duy Tan,,Y
160,3419602,11773,110-CTy CP SX Nhua Duy Tan,,Y
161,3383609,13468,100-CTY TNHH SAMRAN-NR,,Y
162,3011822,11773,110-CTy CP SX Nhua Duy Tan,,Y
163,3548190,11773,110-CTy CP SX Nhua Duy Tan,,Y
164,3397927,11011,100-CT TNHH SX Do Gia DungElmich-NR,,Y
165,3422581,11773,110-CTy CP SX Nhua Duy Tan,,Y
166,3520312,20888,100-Cty CP SX TM Nhua Hoang Chau-NR,,Y
167,3101976,13979,100-CTy TNHH Thuong Mai L.H,,Y
168,3444794,11011,100-CT TNHH SX Do Gia DungElmich-NR,,Y
169,3540798,20888,100-Cty CP SX TM Nhua Hoang Chau-NR,,Y
170,3312779,11773,110-CTy CP SX Nhua Duy Tan,,Y
171,3392951,11773,110-CTy CP SX Nhua Duy Tan,,Y
172,3281321,11773,110-CTy CP SX Nhua Duy Tan,,Y
173,3422583,11773,110-CTy CP SX Nhua Duy Tan,,Y
174,3507858,11773,110-CTy CP SX Nhua Duy Tan,,Y
175,3476199,11773,110-CTy CP SX Nhua Duy Tan,,Y
176,3422582,11773,110-CTy CP SX Nhua Duy Tan,,Y
177,3490338,11773,110-CTy CP SX Nhua Duy Tan,,Y
178,3546389,11773,110-CTy CP SX Nhua Duy Tan,,Y
179,3419605,11773,110-CTy CP SX Nhua Duy Tan,,Y
180,3426543,12995,100-CTy CP CB Go Duc Thanh-NR,,Y
181,3520313,20888,100-Cty CP SX TM Nhua Hoang Chau-NR,,Y
182,3403438,11773,110-CTy CP SX Nhua Duy Tan,,Y
183,3055154,11773,110-CTy CP SX Nhua Duy Tan,,Y
184,3536400,11773,110-CTy CP SX Nhua Duy Tan,,Y
185,3546390,11773,110-CTy CP SX Nhua Duy Tan,,Y
186,3541391,11773,110-CTy CP SX Nhua Duy Tan,,Y
187,3477798,18833,100-Cong ty CP TD Kim Duc -NR,,Y
188,3509236,11773,110-CTy CP SX Nhua Duy Tan,,Y
189,3476194,11773,110-CTy CP SX Nhua Duy Tan,,Y
190,3508978,11773,110-CTy CP SX Nhua Duy Tan,,Y
191,3458930,11773,110-CTy CP SX Nhua Duy Tan,,Y
192,3419604,11773,110-CTy CP SX Nhua Duy Tan,,Y
193,3518682,11773,110-CTy CP SX Nhua Duy Tan,,Y
194,3281511,11773,110-CTy CP SX Nhua Duy Tan,,Y
195,3543872,11773,110-CTy CP SX Nhua Duy Tan,,Y
196,3190990,11777,100-CT CP Nhua Rang Dong Long An-NR,,Y
197,3283554,11773,110-CTy CP SX Nhua Duy Tan,,Y
198,3406717,11773,110-CTy CP SX Nhua Duy Tan,,Y
199,3546388,11773,110-CTy CP SX Nhua Duy Tan,,Y
200,3541390,11773,110-CTy CP SX Nhua Duy Tan,,Y
201,3554246,11773,110-CTy CP SX Nhua Duy Tan,,Y
202,3031989,11773,110-CTy CP SX Nhua Duy Tan,,Y
203,3434402,11773,110-CTy CP SX Nhua Duy Tan,,Y
204,3487674,11773,110-CTy CP SX Nhua Duy Tan,,Y
205,3476197,11773,110-CTy CP SX Nhua Duy Tan,,Y
206,3419131,11773,110-CTy CP SX Nhua Duy Tan,,Y
207,3533214,11773,110-CTy CP SX Nhua Duy Tan,,Y
208,3533215,11773,110-CTy CP SX Nhua Duy Tan,,Y
209,3541389,11773,110-CTy CP SX Nhua Duy Tan,,Y
210,3190991,11777,100-CT CP Nhua Rang Dong Long An-NR,,Y
211,3528750,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
212,3554248,11773,110-CTy CP SX Nhua Duy Tan,,Y
213,3437855,11773,110-CTy CP SX Nhua Duy Tan,,Y
214,3493318,11773,110-CTy CP SX Nhua Duy Tan,,Y
215,3422258,11773,110-CTy CP SX Nhua Duy Tan,,Y
216,3390756,11773,110-CTy CP SX Nhua Duy Tan,,Y
217,3548189,11773,110-CTy CP SX Nhua Duy Tan,,Y
218,3012260,11773,110-CTy CP SX Nhua Duy Tan,,Y
219,3342477,11773,110-CTy CP SX Nhua Duy Tan,,Y
220,3538571,11773,110-CTy CP SX Nhua Duy Tan,,Y
221,3534601,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
222,3217698,11777,100-CT CP Nhua Rang Dong Long An-NR,,Y
223,3081035,11773,110-CTy CP SX Nhua Duy Tan,,Y
224,3406719,11773,110-CTy CP SX Nhua Duy Tan,,Y
225,3406721,11773,110-CTy CP SX Nhua Duy Tan,,Y
226,3490337,11773,110-CTy CP SX Nhua Duy Tan,,Y
227,3362388,11773,110-CTy CP SX Nhua Duy Tan,,Y
228,3460722,11773,110-CTy CP SX Nhua Duy Tan,,Y
229,3300070,11773,110-CTy CP SX Nhua Duy Tan,,Y
230,3342479,11773,110-CTy CP SX Nhua Duy Tan,,Y
231,3449943,16964,100-CTy TNHH Tan Hop Thanh,,Y
232,3538906,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
233,3496127,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
234,3387567,16964,100-CTy TNHH Tan Hop Thanh,,Y
235,3387568,16964,100-CTy TNHH Tan Hop Thanh,,Y
236,3368150,11773,110-CTy CP SX Nhua Duy Tan,,Y
237,3476200,11773,110-CTy CP SX Nhua Duy Tan,,Y
238,3543870,11773,110-CTy CP SX Nhua Duy Tan,,Y
239,3032106,11773,110-CTy CP SX Nhua Duy Tan,,Y
240,3457915,11773,110-CTy CP SX Nhua Duy Tan,,Y
241,3279757,11773,110-CTy CP SX Nhua Duy Tan,,Y
242,3406723,11773,110-CTy CP SX Nhua Duy Tan,,Y
243,3536397,11773,110-CTy CP SX Nhua Duy Tan,,Y
244,3490335,11773,110-CTy CP SX Nhua Duy Tan,,Y
245,3509253,11773,110-CTy CP SX Nhua Duy Tan,,Y
246,3422249,11773,110-CTy CP SX Nhua Duy Tan,,Y
247,3546391,11773,110-CTy CP SX Nhua Duy Tan,,Y
248,3547498,11773,110-CTy CP SX Nhua Duy Tan,,Y
249,3383606,13468,100-CTY TNHH SAMRAN-NR,,Y
250,3348367,16964,100-CTy TNHH Tan Hop Thanh,,Y
251,3387569,16964,100-CTy TNHH Tan Hop Thanh,,Y
252,3374925,16964,100-CTy TNHH Tan Hop Thanh,,Y
253,3542948,16964,100-CTy TNHH Tan Hop Thanh,,Y
254,3298487,16964,100-CTy TNHH Tan Hop Thanh,,Y
255,3518223,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
256,3311633,10985,100-Cty TM&PT Cong Nghe Kolend,,Y
257,3493423,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
258,3534020,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),,Y
259,3436535,11773,110-CTy CP SX Nhua Duy Tan,,Y
260,3547927,11773,110-CTy CP SX Nhua Duy Tan,,Y
261,3437856,11773,110-CTy CP SX Nhua Duy Tan,,Y
262,3519560,11773,110-CTy CP SX Nhua Duy Tan,,Y
263,3519561,11773,110-CTy CP SX Nhua Duy Tan,,Y
264,3279756,11773,110-CTy CP SX Nhua Duy Tan,,Y
265,3392947,11773,110-CTy CP SX Nhua Duy Tan,,Y
266,3523181,11773,110-CTy CP SX Nhua Duy Tan,,Y
267,3513945,11773,110-CTy CP SX Nhua Duy Tan,,Y
268,3450271,11773,110-CTy CP SX Nhua Duy Tan,,Y
269,3012259,11773,110-CTy CP SX Nhua Duy Tan,,Y
270,3413586,11773,110-CTy CP SX Nhua Duy Tan,,Y
271,3547499,11773,110-CTy CP SX Nhua Duy Tan,,Y
272,3541386,11773,110-CTy CP SX Nhua Duy Tan,,Y
273,3541924,11773,110-CTy CP SX Nhua Duy Tan,,Y
274,3055289,10985,100-Cty TM&PT Cong Nghe Kolend,,Y
275,3430008,16964,100-CTy TNHH Tan Hop Thanh,,Y
276,3430009,16964,100-CTy TNHH Tan Hop Thanh,,Y
